gene_name,annotation,prevalence,lr_auroc_ethionamide,n_train,n_pos,kept_filtered
prp1,,0.921,0.5039521077908218,1833,937,False
rraA,,0.9915,0.5039211446392242,1985,989,False
desA2,,0.999,0.5039130495957805,1995,996,False
era,,0.9945,0.503892446663531,1995,996,False
cuvA,,0.983,0.5038855128399435,1963,986,False
sirB,,0.9815,0.5038593979525664,1965,983,False
vapC18,,0.996,0.503847377591475,1990,995,False
gcvT,,0.985,0.5038325644546618,1972,987,False
ypbQ,,0.9985,0.5038166708962227,1993,996,False
rimP,,0.994,0.5038024896332284,1995,997,False
mtb12,,0.9955,0.5037990152579244,1986,991,False
lipZ,,0.9955,0.5037913751781318,1988,996,False
glpD1,,0.9635,0.5037622382156519,1924,970,False
parD,,0.996,0.5037229319287199,1991,996,False
holB,,0.946,0.503709173911584,1891,961,False
ybjN,,0.9765,0.5036644972424787,1956,975,False
pntB,,0.993,0.5036496978321442,1988,997,False
mbtD,,0.989,0.5036390932014772,1973,987,False
sugA,,0.9995,0.5036055058964468,1995,997,False
mraY,,0.9905,0.5035907253905492,1984,991,False
ilvB1,,0.968,0.5035553405364727,1929,975,False
ugd,,0.996,0.5035418541399149,1989,995,False
adoK,,0.9785,0.5035417747114876,1954,985,False
mshC,,0.995,0.5035043897412805,1986,993,False
sigH,,0.9955,0.5034969577223098,1993,994,False
lppK,,0.9985,0.5034712571449288,1993,996,False
mazF9,,0.995,0.5034445689598345,1986,995,False
tatD,,0.9575,0.5034380573317674,1918,970,False
nadR3,,0.995,0.503425179869922,1990,993,False
purR,,0.9925,0.503418190595184,1986,992,False
sodA,,0.9965,0.5033965005751649,1991,995,False
metK,,0.99,0.5033466521272094,1983,992,False
gabP,,0.996,0.5033346005759213,1989,992,False
lppM,,0.9985,0.5033261786318528,1990,995,False
rpsC,,0.9195,0.5033153389209479,1843,941,False
trmB,,0.9945,0.5033137575427337,1991,995,False
ag85B,,0.9955,0.5033082919628322,1989,995,False
folK,,0.9915,0.5032876370229449,1985,994,False
ybdK,,0.9945,0.5032807807883792,1988,991,False
cobB,,0.398,0.5032480441195333,797,452,False
nadA,,0.991,0.503227916702055,1989,996,False
idi,,0.9985,0.5032221441096377,1990,994,False
efp,,0.9915,0.5032146555060474,1987,993,False
rplX,,0.993,0.5032134489162833,1988,993,False
fmdB,,0.9955,0.5031901475247724,1991,996,False
rpsM,,0.9945,0.5031326310266191,1991,996,False
cofC,,0.9435,0.5031196364443278,1880,958,False
chaA,,0.9975,0.5030356600864718,1995,997,False
recG,,0.99,0.5030338761624599,1982,989,False
hspX,,0.9985,0.5030160925676523,1989,993,False
metZ,,0.997,0.5030140441203047,1996,998,False
atl1,,0.9975,0.5029924502816068,1995,999,False
patA,,0.9845,0.5029914184943245,1966,988,False
tsaD,,0.968,0.5029814361008592,1941,977,False
mazE2,,0.989,0.502960827314041,1978,993,False
hAMP,,0.962,0.5029378110751453,1918,976,False
vapC11,,0.998,0.5029332329317269,1996,996,False
lipX,,0.9985,0.5029116465863454,1991,995,False
cysT,,0.995,0.5029089273839572,1994,997,False
glgC,,0.989,0.502894910111073,1978,994,False
ansP2,,0.976,0.5028638963341282,1947,967,False
esxW,,0.377,0.5028450389862117,753,302,False
amt,,0.9575,0.5028210164632245,1912,947,False
hsaC,,0.9975,0.5028082347978939,1991,993,False
proW,,0.9585,0.5027983000980712,1916,966,False
espG5,,0.9985,0.5027971350556097,1991,993,False
secA,,0.9375,0.502782822130342,1880,958,False
upp,,0.994,0.5027693856998994,1987,994,False
zwf1,,0.997,0.5027446524684718,1991,994,False
lmeA,,0.994,0.5027341715266216,1979,994,False
egtC,,0.9955,0.502720853201325,1989,993,False
phoP,,0.9945,0.5027162019776301,1987,992,False
lexA,,0.9915,0.5027150795793937,1985,991,False
pks1,,0.461,0.5026927437641723,922,432,False
lpqL,,0.998,0.5026618090452261,1995,995,False
rpmD,,0.9925,0.5026436390724187,1988,992,False
yceI,,0.991,0.5026408880959945,1982,996,False
etfA,,0.93,0.5026351881672747,1858,951,False
lppY,,0.9985,0.5026342769121992,1990,995,False
aftC,,0.9965,0.5026162885322744,1983,991,False
ftsE,,0.994,0.5026049077005976,1991,993,False
hinT,,0.7725,0.5025987053599981,1547,709,False
thrC,,0.993,0.5025886137504323,1986,993,False
ptbB,,0.9645,0.5025819027058642,1929,976,False
ahpC,,0.9935,0.5025705838429093,1991,995,False
pnbA,,0.9815,0.5025457768884274,1955,979,False
fieF,,0.9815,0.502535016727802,1967,988,False
vapC5,,0.9865,0.5024945382201277,1973,994,False
emrB,,0.9945,0.5024649407016115,1987,993,False
uvrB,,0.9555,0.5024489422247992,1916,973,False
hisS,,0.9505,0.5024393211265892,1902,967,False
dfrA,,0.993,0.5024173183447377,1982,990,False
purS,,0.99,0.5024149085508515,1983,995,False
orn,,0.9965,0.502408236997133,1992,994,False
tag,,0.997,0.5023977555155426,1993,997,False
thiE,,0.9495,0.5023890773623965,1899,962,False
pE16,,0.9685,0.5023797071409396,1934,977,False
ecfT,,0.9515,0.5023449520162049,1901,955,False
pdhA,,0.9935,0.5023378291975624,1990,993,False
darG,,0.999,0.5023334822254951,1994,996,False
cydD,,0.9575,0.5023284709434752,1915,968,False
vapB4,,0.997,0.5023204108631244,1994,999,False
wag31,,0.998,0.5023028862437702,1992,996,False
hadB,,0.9985,0.5023019010994962,1997,999,False
mtp,,0.991,0.5023018153323756,1980,992,False
amiB2,,0.981,0.5022907852108451,1958,985,False
ychF,,0.985,0.5022842545895314,1975,989,False
yceD,,0.9965,0.5022718895958332,1993,994,False
ruvX,,0.95,0.5022572314906464,1902,965,False
mpg,,0.9635,0.5022518992800623,1924,977,False
speE,,0.9565,0.5022377784130212,1915,974,False
echA14,,0.953,0.5022363114806508,1905,966,False
ung,,0.987,0.5022234700298619,1974,991,False
relE,,0.9975,0.502218502898253,1993,996,False
araD,,0.958,0.5022118506271914,1914,967,False
mpt83,,0.9985,0.5022030916871217,1992,995,False
vapB29,,0.999,0.502201901601301,1998,999,False
zupT,,0.9925,0.5021633827107514,1988,994,False
vapB46,,0.9665,0.5021386955356479,1928,979,False
nuoL,,0.9925,0.5021354159264365,1985,994,False
leuB,,0.9875,0.5020866016276105,1979,992,False
hrcA,,0.993,0.5020590389131587,1990,995,False
cinA,,0.9955,0.5020544209869486,1992,999,False
fetB,,0.998,0.5020388374030957,1990,995,False
lpqS,,0.95,0.5020347755582583,1898,965,False
acg,,0.9985,0.5020130835262834,1989,994,False
esxG,,0.999,0.5020125592550563,1994,998,False
parE2,,0.998,0.5020085442514808,1992,994,False
purD,,0.991,0.5020044155240531,1981,993,False
nirD,,0.9965,0.5020035050019719,1994,996,False
rplA,,0.9925,0.5020019615178508,1989,995,False
mbtJ,,0.9965,0.5019705779653555,1988,995,False
lppJ,,0.985,0.5019673464054186,1964,973,False
vapB14,,0.994,0.5019352718942574,1983,994,False
chsH3,,0.9965,0.50193421837558,1989,994,False
aroQ,,0.993,0.501932623844297,1988,995,False
fer,,0.9975,0.5019223202115922,1986,992,False
cadC1,,0.996,0.5019136964765383,1991,993,False
aspS,,0.944,0.5019126203796092,1889,955,False
serC,,0.994,0.5019105597440062,1990,994,False
folE,,0.995,0.5019071490845685,1991,992,False
ddn,,0.9975,0.5019071298402249,1991,994,False
vapC20,,0.998,0.5019044169797939,1994,995,False
hemC,,0.9755,0.5019007106687875,1959,986,False
trmD,,0.994,0.5018556863314928,1991,992,False
cysE,,0.99,0.5018401258652214,1980,992,False
yigB,,0.9955,0.5018269883139681,1986,993,False
mazG,,0.9915,0.5018233141302543,1988,994,False
dprE1,,0.9985,0.5018160694508376,1995,998,False
lppH,,0.9955,0.5018121974399485,1988,991,False
pstB,,0.991,0.5018117834378756,1986,991,False
parD2,,0.999,0.5018073349731641,1994,995,False
glfT2,,0.996,0.5017937433260186,1987,993,False
ispD,,0.996,0.5017854163693485,1995,997,False
nagA,,0.9415,0.5017584451119971,1882,959,False
cpsY,,0.997,0.5017435556963259,1985,992,False
caeA,,0.9975,0.5016965469272139,1992,995,False
esxA,,0.791,0.5016451959636148,1581,751,False
yggU,,0.9885,0.501635360364989,1973,985,False
pyrF,,0.909,0.5016160036923419,1820,931,False
korA,,0.996,0.501615005983746,1991,994,False
vapB10,,0.9985,0.5016131644683297,1994,997,False
chsH1,,0.9985,0.5016042134520297,1993,995,False
asnB,,0.9915,0.5015541823986434,1986,993,False
sRAP,,0.9955,0.5015358007051364,1991,998,False
ipdE1,,0.991,0.5015340778970098,1978,992,False
mce,,0.992,0.5015274014910129,1981,987,False
bfrB,,0.998,0.501515610179411,1991,996,False
ipdF,,0.9715,0.501514193838093,1939,982,False
thyX,,0.976,0.50150912001348,1949,984,False
tagH,,0.996,0.5015085538589585,1990,993,False
mddA,,0.997,0.5015070286083929,1994,997,False
dipZ,,0.9965,0.5014858022219796,1989,993,False
ilvE,,0.9885,0.5014759184738513,1981,993,False
ttfA,,0.923,0.5014758524664964,1845,948,False
pgeF,,0.978,0.5014598464141612,1960,985,False
gabT,,0.9665,0.5014313711242381,1935,983,False
wbbL,,0.9745,0.5014280599026897,1949,985,False
vapC23,,0.998,0.5014141995116144,1991,995,False
vapC3,,0.9965,0.5014070408607494,1990,997,False
nmtR,,0.998,0.5014040144562233,1995,996,False
trm112,,0.9985,0.5014029062140345,1994,996,False
pitA,,0.9945,0.501372187571021,1990,995,False
echA20,,0.988,0.5013655005137985,1972,991,False
icd,,0.993,0.5013477852036844,1989,994,False
hisN,,0.99,0.5013257208223965,1979,994,False
mshB,,0.9955,0.5013074418312493,1987,993,False
trcR,,0.997,0.501307341536657,1989,995,False
canA,,0.999,0.5013033094301051,1994,996,False
cydB,,0.9925,0.5012843661566987,1988,994,False
csm6,,0.6155,0.5012604648047686,1228,553,False
mftE,,0.9675,0.5012479965808312,1935,980,False
rfaB,,0.929,0.501207866996356,1856,952,False
rfe,,0.9975,0.5012055263306748,1990,994,False
rplP,,0.992,0.5012054265448893,1988,992,False
vapB37,,0.9985,0.5012019061314836,1993,994,False
pgsA2,,0.998,0.5012015983677617,1992,994,False
kmtR,,0.9985,0.5011689857454587,1988,994,False
ctaA,,0.991,0.5011646960872742,1980,994,False
aceAa,,0.329,0.5011420400735362,657,314,False
hmp,,0.9945,0.5011411539064912,1988,993,False
iniC,,0.9605,0.5011258021203878,1916,972,False
lprJ,,0.995,0.5011185161019714,1987,998,False
idsA2,,0.9895,0.5011175741492191,1972,987,False
vapC47,,0.999,0.5011144018419132,1992,994,False
panD,,0.995,0.501108259213227,1988,994,False
sigK,,0.995,0.5011075578576508,1990,992,False
glbN,,0.999,0.5010961923847695,1998,998,False
pyrB,,0.972,0.5010813565859438,1943,981,False
lprA,,0.9975,0.501037821714641,1991,994,False
blaC,,0.998,0.5010358366135668,1990,993,False
proZ,,0.9775,0.5010245901639344,1953,976,False
fadE26,,0.9955,0.501019265232975,1982,990,False
pPE51,,0.988,0.5010141987829614,1974,986,False
acpS,,0.988,0.501013176405156,1978,992,False
vapC4,,0.9975,0.5010085366319398,1995,997,False
rpsJ,,0.9935,0.5010075513320889,1990,994,False
appC,,0.9945,0.5010065412555655,1990,994,False
baiE,,0.998,0.5010025039918712,1992,996,False
mmaA3,,0.9975,0.5009989889508204,1995,997,False
fas,,0.913,0.5009936722565744,1824,934,False
serS,,0.992,0.5009604473982817,1987,992,False
yadH,,0.996,0.5009414561592221,1991,997,False
ipdE2,,0.945,0.5009194639553258,1886,955,False
frmR,,0.9945,0.5009147196709632,1991,993,False
rfbA,,0.9965,0.5009066434716625,1991,997,False
vapC34,,0.9985,0.5009065427640715,1990,995,False
purA,,0.9935,0.5009047233109144,1992,996,False
mftB,,0.9985,0.5009027063135281,1997,999,False
iniB,,0.899,0.5008705966107094,1793,912,False
esxH,,1.0,0.5008212818422416,1996,998,False
alkB,,0.9915,0.5008113261125309,1986,996,False
hadC,,0.998,0.5008082296858246,1996,998,False
vapB18,,0.6105,0.5008072161876642,1221,551,False
pit,,0.983,0.5008071464905998,1963,990,False
atpE,,0.9945,0.5008050301760056,1990,995,False
adhB,,0.991,0.5007856933270763,1978,991,False
hyfE,,0.9375,0.5007761295027513,1871,953,False
iscS,,0.994,0.500740626150119,1989,996,False
tehA,,0.999,0.5007275332485722,1991,995,False
eccB5,,0.9975,0.5007241646297955,1988,993,False
rsfS,,0.9935,0.500719528062098,1993,996,False
cmaA2,,0.9975,0.5007082697188153,1989,994,False
tACO1,,0.996,0.5007050327011945,1990,995,False
vapB41,,0.9995,0.5006561225217193,1996,997,False
cdd,,0.9925,0.5006485485493606,1986,994,False
ctaC,,0.998,0.5006349369393321,1993,997,False
pimA,,0.989,0.5006233813598217,1976,992,False
espR,,0.9985,0.500608143998841,1994,996,False
ribH,,0.995,0.5006073703044045,1987,993,False
vapB32,,0.996,0.5006051420390203,1989,992,False
rpmA,,0.994,0.500603923230611,1991,995,False
vapB30,,0.9935,0.5006028124493436,1987,995,False
mhuD,,0.9995,0.5006022094440137,1993,995,False
rsmI,,0.9695,0.5005780303945442,1943,981,False
phnB,,0.9705,0.5005692873711669,1941,952,False
efpA,,0.9985,0.5005619874699475,1992,997,False
hisG,,0.962,0.5005541048819161,1931,973,False
vapC27,,0.998,0.5005416650351456,1996,997,False
eccCa1,,0.9975,0.5005277153905396,1992,994,False
yccF,,0.997,0.5005276617492013,1994,996,False
gpgS,,0.9975,0.5005272356304326,1991,997,False
lipE,,0.9955,0.5005202129789346,1989,998,False
mosR,,0.999,0.5005075477588343,1993,995,False
fadA4,,0.993,0.5005060728744939,1979,988,False
kstR,,0.997,0.5005050382616987,1990,994,False
cdiI,,0.9975,0.5005050220802688,1995,997,False
rph,,0.994,0.5005020080321284,1991,996,False
steA,,0.998,0.500501002004008,1994,996,False
vapB40,,0.9975,0.5004773113309778,1992,997,False
lprH,,0.9975,0.5004616865672394,1992,997,False
cmk,,0.9945,0.500440960709089,1991,994,False
fixC,,0.994,0.5004374719911225,1984,993,False
apeB,,0.983,0.5004330876911371,1959,985,False
echA8,,0.99,0.500432163651444,1974,986,False
crgA,,0.998,0.5004123817234838,1993,996,False
iscR,,0.9885,0.5004094623110645,1978,992,False
ift,,0.9965,0.5004076607939295,1991,995,False
rplK,,0.9905,0.5004071809891607,1986,992,False
hadA,,0.9985,0.5004001997989973,1997,999,False
srp102,,0.999,0.5003646372566349,1990,995,False
treS,,0.9955,0.5003582167867451,1991,996,False
ftsZ,,0.991,0.5003333252527212,1990,996,False
rodA,,0.9935,0.5003220333499153,1989,993,False
tB22.2,,0.999,0.5003197778322175,1996,998,False
esxT,,0.995,0.5003141953350876,1985,993,False
vapB26,,0.9775,0.5003082175293618,1955,981,False
cof,,0.9725,0.5003074858244273,1944,977,False
vapC13,,1.0,0.5003059171395845,1997,998,False
yncE,,0.9085,0.5003053176151302,1817,907,False
mmpS4,,0.997,0.5003036223200169,1993,995,False
enc,,0.9985,0.5002732696716209,1988,993,False
relB,,0.999,0.5002110540036945,1995,998,False
lppT,,0.9825,0.5002066900950151,1960,985,False
rbpA,,0.999,0.5002039254388173,1993,995,False
cspC,,0.9925,0.5002031325984763,1987,992,False
corA,,0.9945,0.5002022187440598,1989,993,False
fabG1,,0.9985,0.5001995983959912,1997,998,False
mazF5,,0.994,0.5001967449860453,1986,992,False
penP,,0.9985,0.5001801178182435,1991,994,False
rpfB,,0.9965,0.5001604199054281,1988,996,False
mazE,,0.6745,0.5001547262230003,1347,708,False
pyrH,,0.994,0.5001412051786622,1995,997,False
proS,,0.9865,0.5001389019393161,1979,991,False
mbcA,,0.9815,0.5001173880378981,1958,988,False
vapC39,,0.998,0.5001046268192743,1994,997,False
acr2,,0.9955,0.5001039333212245,1991,996,False
rplT,,0.989,0.5001038611925709,1982,992,False
trpA,,0.9925,0.500103235209279,1988,993,False
tuf,,0.994,0.5001030277013208,1990,995,False
srmB,,0.935,0.5000999251988512,1872,957,False
clpS,,0.9955,0.5000966755688754,1993,996,False
istB,,0.2965,0.5000453052440821,597,327,False
argA,,0.9635,0.5000420609884332,1926,975,False
dnaC,,0.113,0.5000395444479595,225,116,False
tyrS,,0.9885,0.5000392028283059,1982,994,False
ppiA,,0.997,0.5000267401263345,1991,995,False
papA5,,0.987,0.5000241721053904,1972,987,False
pks11,,0.9525,0.5000182116190129,1904,969,False
ctaG,,0.9945,0.5000146609182385,1989,992,False
regX,,0.9985,0.5000050453068556,1991,995,False
pptT,,0.993,0.5000035638753377,1982,993,False
mazF4,,0.997,0.5000030180813253,1994,997,False
ppnK,,0.9855,0.5,1970,985,False
clpP1,,0.999,0.4999989969909729,1997,997,False
rplB,,0.993,0.4999979798489937,1990,995,False
lysG,,0.9855,0.49999482554318864,1966,985,False
rsmD,,0.9515,0.49999120678133024,1908,972,False
paaY,,0.995,0.49995740559507934,1986,991,False
deoC,,0.983,0.4999137610509791,1968,988,False
desA1,,0.9985,0.49990283745009034,1988,993,False
iscA,,0.9975,0.4999028209125368,1993,997,False
rpfD,,0.998,0.49989959839357434,1991,995,False
miaB,,0.909,0.4998971678825052,1819,934,False
rnc,,0.994,0.4998950574056173,1991,994,False
lCB5,,0.9835,0.4998831715310733,1967,990,False
tkt,,0.973,0.49983996163304634,1946,982,False
sigL,,0.9985,0.49981005139667506,1995,997,False
msrA,,0.9865,0.4998082354171751,1975,989,False
paaD,,0.9975,0.49980100622508805,1995,997,False
vapB33,,0.999,0.49979929759187297,1994,997,False
eccA5,,0.9955,0.49979493426729604,1985,990,False
vapC9,,0.998,0.4997811888837917,1994,996,False
ipdC,,0.9575,0.4997775927427306,1911,971,False
yhaK,,0.9915,0.4997720927871682,1985,995,False
pPE41,,0.982,0.49975599676877425,1963,966,False
rnd,,0.9475,0.49975234519064404,1894,967,False
glfT1,,0.9955,0.4997426771685389,1989,994,False
menJ,,0.961,0.4997289469453027,1919,972,False
ppx2,,0.9835,0.4997230722869658,1962,985,False
purC,,0.994,0.4997207706327317,1992,996,False
thrB,,0.9485,0.49971866131715426,1897,968,False
gloA,,0.9905,0.49971300408126584,1979,991,False
tauD,,0.994,0.4997020473962902,1985,992,False
whiB3,,0.999,0.4996875037801962,1992,994,False
terC,,0.989,0.49968746744452547,1979,986,False
ahcY,,0.993,0.49967022613065326,1987,992,False
znuB,,0.983,0.4996397911411459,1963,985,False
lipA,,0.9885,0.4996214637212259,1980,993,False
vapC14,,0.9985,0.49961038934855895,1992,996,False
glbO,,0.9995,0.4996072144288577,1998,998,False
menG,,0.996,0.49960617979232175,1989,994,False
pafA,,0.9995,0.499606032526437,1995,997,False
glyQS,,0.9965,0.499605168700646,1989,994,False
nuoG,,0.9265,0.49960480390579637,1853,951,False
pdxH,,0.9955,0.49960423359281375,1993,998,False
pE25,,0.9975,0.49960110985022255,1994,998,False
ahpE,,0.999,0.4996005049215784,1995,997,False
mftA,,0.9995,0.49959959959959954,1999,1000,False
pdtaR,,0.9905,0.49959952698269855,1980,993,False
mhpE,,0.996,0.49958039439874846,1983,989,False
lpqH,,0.9985,0.4995733685492722,1995,996,False
cmaA1,,0.941,0.499549694508661,1876,917,False
atpG,,0.9935,0.4995394899978239,1988,995,False
stf3,,0.8965,0.4995327102803738,1791,935,False
cas2,,0.6165,0.49952977057054504,1233,556,False
nucS,,0.994,0.4995168207415124,1983,991,False
add,,0.996,0.49950604019283545,1994,998,False
mfpA,,0.9915,0.49950365116050355,1976,992,False
ycjU,,0.9735,0.4995009227619572,1941,982,False
mmr,,0.998,0.4995000025150778,1994,995,False
csm2,,0.9965,0.49949799604076073,1986,994,False
murI,,0.9885,0.499496985484001,1980,993,False
tcrX,,0.996,0.49945001388853816,1990,995,False
aroK,,0.9445,0.4994118215442971,1887,956,False
yrvD,,0.9975,0.49940936912767897,1993,994,False
vapB36,,0.998,0.49940717644447136,1991,995,False
mtnN,,0.509,0.4994003190535521,1018,547,False
mbtH,,0.999,0.4994000036180686,1995,997,False
carD,,0.997,0.49939990241497784,1994,995,False
vapB44,,0.9995,0.4993991987979963,1997,998,False
stbD,,0.9945,0.4993957703927493,1988,993,False
cutB,,0.94,0.4993779125005655,1881,961,False
chsH2,,0.9985,0.4993187379784695,1993,995,False
cspA,,0.9975,0.4993162203804594,1993,995,False
esxN,,0.8205,0.4993119266055046,1637,765,False
smtB,,0.9975,0.49930960711746075,1990,992,False
coaX,,0.997,0.49930727517472007,1991,993,False
grpE,,0.9925,0.49930347301021233,1987,992,False
nuoB,,0.996,0.49930131417321166,1994,997,False
fcoT,,0.998,0.4993004145094434,1992,996,False
argF,,0.935,0.49929966717081503,1873,954,False
frsA,,0.9575,0.49928373425610684,1912,969,False
mak,,0.995,0.49928356642651006,1991,996,False
rpsD,,0.9845,0.49924551001469974,1974,988,False
cas6,,0.997,0.49924420642687956,1987,993,False
vapB17,,0.5635,0.4992248062015504,1126,516,False
atpA,,0.993,0.4992221911840913,1988,996,False
tpiA,,0.995,0.49922083200453915,1994,997,False
relF,,0.998,0.49920738069338805,1991,997,False
glf,,0.9955,0.4992065856922805,1990,995,False
fdxE,,0.996,0.49920207096086494,1985,990,False
ndk,,0.9905,0.49920198968537344,1983,993,False
garA,,0.9995,0.4992000032160674,1995,996,False
usfY,,0.998,0.49919980160702326,1996,997,False
vapB13,,0.999,0.4991979931738967,1995,996,False
rplJ,,0.988,0.4991973164377362,1981,993,False
malE,,0.998,0.49919708956307157,1992,996,False
menD,,0.94,0.4991966711956522,1880,960,False
drrA,,0.996,0.49919628099590524,1991,994,False
pilT,,0.996,0.4991959790873756,1990,994,False
emrE,,0.9905,0.4991939523982977,1980,993,False
vapB2,,0.996,0.49918606955515915,1989,996,False
prpC,,0.982,0.4991857403029543,1965,986,False
glyA1,,0.978,0.4991815837505652,1955,979,False
meaB,,0.994,0.4991741158181112,1988,996,False
vapC22,,0.963,0.49917302543543685,1920,947,False
log,,0.9985,0.4991616415511595,1993,997,False
vapB31,,0.9475,0.4991535171836571,1891,962,False
pknD,,0.926,0.49915152690121045,1851,943,False
sucC,,0.993,0.49912034846333975,1989,996,False
atpF,,0.996,0.49911380728530974,1993,996,False
infA,,0.994,0.49911128969237023,1993,996,False
ilvN,,0.9935,0.49910614491418087,1994,997,False
rsrA,,0.9985,0.49910180721803965,1997,998,False
yggT,,0.9955,0.4990999172569676,1991,995,False
coaD,,0.9955,0.4990987017276729,1993,997,False
pE13,,0.997,0.499094060026612,1989,996,False
tsf,,0.982,0.4990754378785989,1970,991,False
dapE,,0.967,0.49904775310253346,1937,983,False
acn,,0.9965,0.4990277056067802,1993,997,False
pPE2,,0.6145,0.49901874750698044,1229,654,False
yoaK,,0.995,0.4990146703514259,1990,996,False
hns,,0.9895,0.49900832028491604,1977,987,False
rplU,,0.994,0.49900203628995643,1991,994,False
cmrA,,0.991,0.4989991116860363,1977,989,False
gap,,0.9935,0.49899800612318357,1989,996,False
mihF,,1.0,0.49899749297943874,1996,997,False
elaA,,0.999,0.4989969909729187,1993,997,False
pup,,0.9985,0.4989969909729187,1993,996,False
yraN,,0.984,0.49899552228212407,1972,993,False
rubB,,0.9955,0.4989944581678452,1991,992,False
mazE7,,0.989,0.49898476321942176,1972,989,False
vapB12,,0.9855,0.498982655568489,1968,991,False
aceE,,0.9905,0.49898018380182574,1979,993,False
vapB7,,0.9635,0.4989645757777534,1927,978,False
mtnP,,0.971,0.49894924932713697,1940,982,False
dxr,,0.9535,0.4989481604324059,1910,972,False
htm,,0.997,0.49893594263676344,1991,994,False
mymT,,0.9305,0.4989202623259941,1861,949,False
yoeB,,0.9985,0.4989151789096235,1990,995,False
frr,,0.9935,0.4989080467856475,1995,997,False
miaE,,0.9975,0.49890603454860477,1995,999,False
fadE25,,0.9835,0.498905145711769,1967,979,False
vapB9,,0.999,0.49890010040160643,1996,996,False
vapC26,,0.994,0.49889781343999606,1988,994,False
mbtL,,0.999,0.49889779781110405,1993,996,False
fdx,,0.996,0.4988964880542938,1990,997,False
ephA,,0.978,0.49887738161119455,1948,973,False
istA,,0.89,0.49887566062072675,1776,897,False
vapC51,,0.886,0.4988700449816367,1772,889,False
purQ,,0.9935,0.49884800888866443,1990,995,False
mraZ,,0.994,0.4988426066073339,1991,995,False
lpqN,,0.997,0.49883099650003165,1994,997,False
lppX,,0.999,0.4988232967169777,1996,997,False
alpha-E,,0.998,0.49881201393124097,1992,995,False
dR0291,,0.9985,0.4988048397952132,1994,997,False
rsfB,,0.995,0.4988026752061666,1988,994,False
ugpQ,,0.884,0.49880256171067733,1767,896,False
accA3,,0.995,0.4988010391667273,1990,996,False
espC,,0.9985,0.49879831511342454,1989,993,False
arfB,,0.9955,0.49879810113070133,1993,996,False
nuoC,,0.9965,0.49879759519038075,1993,998,False
rpmC,,0.993,0.49879699521525306,1990,993,False
ricR,,0.9975,0.4987969921789417,1995,998,False
vapC8,,0.9965,0.49879659057493764,1993,996,False
fumC,,0.9905,0.49878238083709536,1983,994,False
hsaG,,0.814,0.49877744480645786,1624,776,False
hycE1,,0.9265,0.49875021063865643,1849,937,False
vapC32,,0.998,0.4987124951913684,1993,994,False
modB,,0.9935,0.49870601749938004,1988,995,False
cysQ,,0.987,0.4987039903751396,1974,992,False
smpB,,0.993,0.4987006244865249,1992,995,False
vapC30,,0.9975,0.4986236263901926,1995,998,False
guaB3,,0.9255,0.49861624373819485,1847,945,False
rplY,,0.998,0.4986157053061947,1994,998,False
mazE4,,0.9955,0.49861304234635495,1991,997,False
rplF,,0.993,0.4985995246565478,1990,993,False
acpM,,0.9995,0.4985983977959906,1996,997,False
qdoI,,0.997,0.4985942761966129,1987,996,False
mce3R,,0.9945,0.49855597502172133,1984,995,False
octT,,0.999,0.4985206832175417,1992,994,False
ybbJ,,0.997,0.4985125717834867,1995,997,False
ilvB2,,0.989,0.49850861608239083,1969,987,False
mmpS5,,0.998,0.49850753611431275,1996,998,False
moaE2,,0.9915,0.49850624411365385,1981,993,False
rplE,,0.992,0.49850310321141356,1987,993,False
nadD,,0.995,0.49849700613318465,1990,996,False
vapB11,,0.9985,0.498494483450351,1997,997,False
hspR,,0.997,0.4984944753615686,1989,992,False
sufR,,0.9125,0.49848225629475634,1824,936,False
dnaG,,0.9725,0.4984603626748301,1944,981,False
ufaA1,,0.992,0.49845233486067464,1984,993,False
whiB7,,0.981,0.49844997090123044,1962,970,False
lipG,,0.982,0.49841792992015493,1964,991,False
leuD,,0.9955,0.49840997255555286,1994,996,False
adk,,0.9955,0.49840645145713103,1994,998,False
sbm,,0.9965,0.4984063636693211,1993,996,False
pyrR,,0.9675,0.49835398339208037,1940,982,False
cyp132,,0.999,0.49833049633403353,1994,996,False
cysS,,0.986,0.4983275964513288,1976,990,False
modC,,0.9925,0.49832596310418625,1985,996,False
suhB,,0.993,0.4983183599656647,1982,993,False
lepB,,0.995,0.4983138584488709,1991,995,False
frdC,,0.99,0.49831139679624525,1980,990,False
mbcT,,0.999,0.4983051564331548,1993,997,False
icl,,0.9945,0.498302185651318,1988,993,False
vbhA,,0.997,0.4982980002130641,1995,998,False
folB,,0.993,0.49829681607231335,1989,994,False
rplW,,0.9935,0.4982941817521342,1991,996,False
ruvC,,0.9945,0.49829246563719676,1990,994,False
lpqE,,0.9985,0.4982261004420902,1993,995,False
echA17,,0.9635,0.4982260199575455,1925,978,False
whiB5,,0.9965,0.4982197004967431,1988,994,False
yqgV,,0.9975,0.4982125090129827,1993,996,False
parE1,,0.999,0.4981979069739338,1993,996,False
rpiB,,0.98,0.4981936634149488,1961,987,False
fbiB,,0.9705,0.49818246500860186,1941,985,False
gltP,,0.9775,0.4981812383680809,1956,970,False
echA6,,0.9215,0.49815835436356065,1842,959,False
pcaA,,0.998,0.49811959798994976,1995,995,False
rpfC,,0.9975,0.49811281233258015,1993,997,False
mcrA,,0.9945,0.4981061065186298,1990,994,False
