gene_name,annotation,prevalence,lr_auroc_levofloxacin,n_train,n_pos,kept_filtered
kanY,,0.9995,0.5040300601202404,1998,998,False
pcaA,,0.9975,0.5039969608223468,1995,998,False
fxsA,,0.9955,0.5039853496231668,1993,996,False
ansP2,,0.9765,0.503982486497824,1953,975,False
ahpC,,0.996,0.5039663157133037,1995,996,False
espG5,,0.9965,0.5039586631380083,1993,996,False
fadE2,,0.9895,0.503900999685428,1979,991,False
glbO,,0.999,0.5038957915831663,1998,998,False
lpqE,,0.999,0.5038838838838838,1999,1000,False
secA,,0.954,0.5038276992814775,1911,979,False
nei2,,0.987,0.5038165827472635,1976,991,False
pduO,,0.9975,0.5037958675749274,1990,996,False
tehA,,0.9975,0.5037929419521089,1995,998,False
smtB,,0.998,0.5037853484747272,1997,999,False
mbtI,,0.997,0.5037827048986154,1992,995,False
emrB,,0.999,0.5037670569265355,1996,997,False
sodC,,0.997,0.5037547587748391,1995,996,False
ppx2,,0.9895,0.5037521533986637,1978,993,False
nuoJ,,0.997,0.5037454426926141,1994,996,False
hisF,,0.9965,0.5037070128220332,1995,998,False
putA,,0.982,0.5036767641571753,1964,987,False
glgX,,0.9945,0.5036197081989424,1989,994,False
cofC,,0.954,0.5036041240289607,1907,972,False
gatC,,0.996,0.5035970535448407,1994,998,False
thrB,,0.966,0.5035840854827139,1933,978,False
thrS,,0.9955,0.5035738477958928,1995,997,False
yoeB,,0.9985,0.5035401464251148,1996,998,False
osmF,,0.95,0.503532782444985,1899,976,False
folE,,0.9965,0.5035085200461042,1996,998,False
rpsP,,0.9965,0.503507017549144,1996,997,False
purN,,0.996,0.5034773729552846,1995,999,False
mazE2,,0.987,0.503462938339146,1973,991,False
lipB,,0.9705,0.5034539199764081,1942,983,False
mbtC,,0.968,0.5034174046977282,1934,980,False
prrA,,0.9975,0.5034052088160305,1997,998,False
nuoD,,0.9955,0.5034021628683408,1992,996,False
hadC,,0.998,0.5033945646804633,1996,998,False
mraZ,,0.9965,0.5033774964759177,1996,998,False
pyrH,,0.996,0.5033447034490244,1995,997,False
tmk,,0.996,0.5033388519304013,1993,994,False
mtp,,0.9955,0.5033337541981263,1990,995,False
mut7-C,,0.9965,0.5033222223341154,1993,998,False
hemL,,0.9635,0.503314601359853,1928,979,False
pgpB,,0.9995,0.5033026052104209,1998,998,False
xseB,,0.9975,0.5032952952952953,1999,999,False
argR,,0.9525,0.5032632533597163,1908,975,False
rpoA,,0.9955,0.5032585250822931,1994,996,False
echA8,,0.9925,0.5032413699098337,1983,991,False
mscS,,0.36,0.5032193578946523,720,431,False
ureG,,0.994,0.5032046550660748,1989,995,False
nadR3,,0.99,0.5031486711505812,1980,988,False
udg4,,0.9575,0.5031348133584556,1914,975,False
appC,,0.998,0.5031239865743377,1996,999,False
rplW,,0.996,0.5031210867070147,1995,997,False
nrdH,,0.997,0.5031123370110331,1997,997,False
dR0291,,0.9975,0.5030984737780476,1995,998,False
dprE1,,0.996,0.5030953144960615,1991,993,False
gabT,,0.971,0.5030670523661178,1943,980,False
folK,,0.9925,0.5030606600327038,1987,993,False
upp,,0.995,0.503037274727049,1991,996,False
pyrB,,0.98,0.5030357592362599,1961,983,False
nrdI,,0.9955,0.5030291598130794,1994,995,False
prrB,,0.993,0.503027751773998,1987,996,False
galU,,0.994,0.5030251791875752,1990,994,False
hisG,,0.955,0.5030065131108429,1914,955,False
vapB26,,0.981,0.5029438292849187,1962,984,False
rbsK,,0.966,0.502921798481651,1932,979,False
cobC,,0.979,0.5029017808232042,1958,987,False
merT,,0.9945,0.5028982942883431,1989,994,False
murC,,0.9835,0.5028656532244917,1969,983,False
pks16,,0.9965,0.5028603369300495,1992,996,False
zwf1,,0.999,0.5028574182433002,1996,998,False
serS,,0.9925,0.5028467458828098,1989,992,False
rimP,,0.997,0.5028004856252123,1995,997,False
vapC11,,1.0,0.502791,2000,1000,False
mftE,,0.9715,0.5027748872702047,1945,984,False
cDA1,,0.9995,0.5027728128930534,1997,998,False
lexA,,0.9955,0.5027250425976725,1993,996,False
rfaB,,0.942,0.5027210562163674,1884,966,False
sodA,,0.9955,0.5027014912472889,1995,997,False
sirA,,0.999,0.5026785356068205,1997,997,False
atsA,,0.9935,0.5026773544492763,1986,992,False
gcvT,,0.9875,0.5026155111450207,1975,991,False
clpP2,,0.9975,0.5026070194551591,1995,998,False
sigK,,0.996,0.5026042033816376,1993,995,False
rplB,,0.994,0.5026033835914181,1991,994,False
mce2R,,0.9965,0.502601177025051,1993,996,False
ruvB,,0.963,0.5025869576904467,1929,979,False
fgd2,,0.9805,0.5025794001685271,1961,991,False
rplV,,0.968,0.5025605422199524,1939,979,False
pabB,,0.945,0.5025507693684022,1892,972,False
pE5,,0.964,0.5025476937546988,1926,979,False
pntB,,0.9955,0.5025296773855703,1993,996,False
gpmA,,0.994,0.5025252218551626,1988,996,False
aroK,,0.9625,0.5025210964312635,1925,983,False
hisH,,0.997,0.5025050100200401,1996,998,False
meaB,,0.9935,0.5025039872891585,1990,993,False
cwlM,,0.998,0.5024969698675184,1995,997,False
yncE,,0.9125,0.5024892376724609,1827,904,False
gloA,,0.9905,0.502443370721301,1982,997,False
ylaD,,0.9965,0.5024394792417454,1992,995,False
lprA,,0.998,0.5024367396483745,1996,999,False
ppx1,,0.997,0.5024324982981072,1993,997,False
rsuA,,0.998,0.502405308211114,1998,999,False
car,,0.99,0.5023533529029447,1980,993,False
garA,,1.0,0.5023018018018017,1999,999,False
penP,,0.9985,0.5022615393728733,1996,997,False
argG,,0.9835,0.502250521575675,1968,990,False
php,,0.993,0.5022481358404928,1987,992,False
egtC,,0.997,0.5022167829635173,1994,998,False
nhaP,,0.969,0.5022000553874995,1938,980,False
sixA,,0.9675,0.5021166562595065,1936,981,False
pptH,,0.997,0.5021111563825131,1994,995,False
vapC24,,0.9995,0.5021111111111112,1999,1000,False
trpS,,0.9975,0.5021097173249325,1998,999,False
acr2,,0.9955,0.502109447053434,1991,997,False
vapC17,,0.9985,0.5021089357429718,1996,996,False
lprP,,0.9305,0.5021067277654344,1860,947,False
atl1,,0.9985,0.5021007981929826,1997,998,False
fabG1,,0.9985,0.5020973811350155,1996,998,False
atpB,,0.9965,0.5020728518219991,1995,997,False
pE13,,0.996,0.5020090533534339,1991,998,False
vapC42,,0.993,0.5020090228372803,1985,992,False
oprA,,0.9995,0.5020075220581444,1996,998,False
eccCa1,,0.9985,0.5019774036825191,1996,997,False
mak,,0.9955,0.5019440230238454,1992,995,False
mazF5,,0.998,0.5019220147906105,1994,997,False
khtT,,0.999,0.5019134134134134,1999,1000,False
kshB,,0.988,0.501908984069751,1975,993,False
vapC28,,1.0,0.5019049049049049,1999,999,False
tag,,0.9975,0.5018986960882649,1997,1000,False
dgt,,0.9685,0.5018876239831787,1941,985,False
rsmD,,0.965,0.5018812771698397,1933,980,False
wbbL2,,0.907,0.5018753443300022,1814,887,False
degV,,0.9725,0.5018667623439528,1947,982,False
pnp,,0.991,0.5018515225266881,1984,989,False
fixC,,0.994,0.5018319170556538,1988,994,False
alpha-E,,0.9985,0.5018269809428285,1997,997,False
tatC,,0.9965,0.5018173879713363,1994,997,False
rpsF,,0.996,0.5018055167506528,1995,997,False
octT,,0.9985,0.501803104405707,1998,999,False
cdh,,0.989,0.5017913725778894,1978,999,False
trmB,,0.997,0.5017876452179361,1996,997,False
lipG,,0.989,0.501778729344531,1977,994,False
mprA,,0.9965,0.5017728536310334,1995,997,False
ftsZ,,0.995,0.5017603182195206,1991,993,False
rpfB,,0.9965,0.50175576931598,1993,997,False
ctaD,,0.995,0.5017537486629937,1991,996,False
treS,,0.998,0.5017409586115704,1996,999,False
kmtR,,0.998,0.5017366356096402,1993,997,False
sbm,,0.995,0.501721170395869,1990,994,False
cmrA,,0.99,0.5017151328590276,1980,991,False
nuoH,,0.9965,0.5017142719173286,1994,998,False
aceE,,0.99,0.5017113618526333,1981,990,False
pyc,,0.95,0.5017035926185781,1900,967,False
steA,,0.9975,0.5017004956763992,1995,996,False
vapC15,,0.9995,0.5016998997995993,1998,998,False
fadD11,,0.9855,0.5016973300483996,1972,977,False
ctpJ,,0.9885,0.5016858249323826,1976,996,False
menC,,0.958,0.5016718101406125,1919,979,False
lucA,,0.998,0.5016663216101208,1995,997,False
rpiB,,0.9845,0.5016373991457048,1969,989,False
ylxP,,0.9975,0.5016065326633166,1995,995,False
rpmA,,0.996,0.5016044112272642,1996,998,False
gnd,,0.9935,0.5016020747601184,1989,994,False
copG,,0.997,0.5015905304585073,1994,996,False
eccB4,,0.961,0.5015808511007408,1921,977,False
echA17,,0.9695,0.5015477781979516,1938,983,False
vapB40,,0.9985,0.501524613921926,1995,997,False
rpsM,,0.9955,0.5015135768752039,1993,996,False
rpsA,,0.991,0.5015085400949533,1984,992,False
rsfB,,0.996,0.5015060271357331,1991,997,False
vapB33,,0.9995,0.501504009019039,1997,999,False
rplY,,0.998,0.5014989859357633,1995,998,False
fbaA,,0.994,0.5014959233311516,1990,994,False
rplL,,0.9915,0.5014953464574603,1985,992,False
etfB,,0.9995,0.5014814814814814,1999,999,False
rpe,,0.9925,0.501434091563023,1987,996,False
mce3R,,0.996,0.501424794656011,1991,995,False
ctaA,,0.995,0.5014218374764717,1986,994,False
prpD,,0.995,0.5014191575153732,1990,996,False
nusG,,0.9955,0.5014184147188849,1993,995,False
lmeA,,0.9945,0.5014183822337495,1987,995,False
cfp32,,0.9535,0.501406448057316,1905,950,False
mku,,0.9985,0.5014016022040094,1996,999,False
nmtR,,0.9985,0.5014001004016064,1996,996,False
znuB,,0.9875,0.501379796214713,1975,991,False
mngR,,0.991,0.5013437479717011,1986,994,False
tcrX,,0.9965,0.5013261226565467,1995,998,False
rplN,,0.996,0.5013214179362742,1994,996,False
cuvA,,0.991,0.5013197646360215,1980,989,False
gabD2,,0.9865,0.5013029449844838,1973,988,False
fhaB,,0.9985,0.5012963891675024,1997,997,False
dcd,,0.9975,0.5012961808347967,1996,997,False
hbhA,,0.997,0.5012816785361098,1994,997,False
fadD8,,0.995,0.5012803229045213,1988,996,False
echA20,,0.994,0.5012466617225715,1987,996,False
ecfT,,0.9615,0.5012425109299941,1925,970,False
ugd,,0.996,0.5012293160889705,1992,997,False
gmk,,0.996,0.5012120529926453,1995,997,False
rpoZ,,0.996,0.5012062265029794,1994,997,False
mmpS5,,0.9985,0.5012056144320673,1997,998,False
fdx,,0.9975,0.5012047186742964,1994,998,False
hsaC,,0.999,0.5012036084180373,1997,999,False
canB,,0.9975,0.5012001951700445,1994,999,False
lCB5,,0.9865,0.501161032425757,1974,993,False
rpsK,,0.9905,0.5011311503758633,1983,993,False
esxF,,0.993,0.5011253235876352,1985,990,False
lipA,,0.9935,0.5011243339433586,1989,994,False
pimA,,0.9925,0.5011139656055482,1982,993,False
vapC7,,0.981,0.5010787385520561,1961,989,False
phaC,,0.9895,0.5010760101319607,1979,995,False
mscL,,0.996,0.501061623246493,1998,1000,False
argB,,0.988,0.501028526515516,1977,991,False
hom,,0.993,0.5010207444893487,1986,995,False
lcp1,,0.9945,0.501012112968001,1988,996,False
tACO1,,0.9945,0.5010085700650339,1989,992,False
higB3,,0.998,0.5010050170531615,1996,999,False
mtrA,,0.9975,0.5009979839317552,1995,997,False
vapC4,,0.999,0.5009844689378757,1998,998,False
tsaD,,0.977,0.5009734217184919,1956,986,False
terC,,0.997,0.5009300044511312,1993,994,False
atpF,,0.9965,0.5009200949542012,1995,997,False
csdA,,0.993,0.5009200078944571,1988,995,False
vapB30,,0.9945,0.5009058383559287,1988,993,False
mazE5,,0.999,0.5008965836448284,1996,997,False
atpG,,0.9965,0.5008671953674464,1994,997,False
ptbB,,0.9775,0.5008310881393047,1955,989,False
aspC,,0.9775,0.5008215800292211,1955,972,False
hisS,,0.962,0.500821185617104,1925,980,False
rplD,,0.9695,0.5008208436956443,1941,983,False
enc,,0.998,0.5008167071495612,1993,996,False
purS,,0.9935,0.5008074631069397,1987,994,False
rplP,,0.995,0.5008066367778032,1993,996,False
rpsT,,0.996,0.500804517761702,1995,997,False
ftsW,,0.9515,0.5007590185200519,1904,975,False
hpf,,0.99,0.5007570934143077,1980,996,False
trmA,,0.9935,0.5007438778397423,1986,993,False
ylaK,,0.9865,0.5007337438059922,1975,983,False
ahcY,,0.9935,0.5007329996757983,1987,992,False
chaA,,0.997,0.5007261262746154,1995,998,False
vapB29,,0.9995,0.5007044081118155,1998,999,False
sigA,,0.9775,0.5006586813786159,1953,988,False
aroE,,0.852,0.5006472807345093,1707,859,False
vapC32,,0.9975,0.5006122786028768,1993,997,False
tagH,,0.9975,0.5006009018045126,1996,997,False
stf0,,0.999,0.5005998977914725,1996,997,False
ybeY,,0.9955,0.5005965746754553,1994,996,False
cysD,,0.9975,0.5005932786493908,1997,999,False
hemC,,0.981,0.5005469938131685,1965,988,False
sirB,,0.9885,0.5005449273702807,1978,992,False
lppY,,0.9985,0.5005341676331599,1995,998,False
rph,,0.996,0.5005070432180074,1993,997,False
espC,,0.9985,0.5005050185591811,1996,997,False
ruvX,,0.962,0.5005047675483488,1927,977,False
rpsH,,0.9965,0.5005045195707363,1995,997,False
vapB15,,0.998,0.5004999969849429,1995,998,False
aceF,,0.996,0.500499994964804,1993,995,False
cydB,,0.997,0.5004763538358304,1994,997,False
etfA,,0.949,0.500474998609489,1897,975,False
nadA,,0.9935,0.500451400556255,1988,994,False
atpFH,,0.999,0.5004443321076588,1997,999,False
hpnD,,0.999,0.5004317251737945,1996,998,False
echA13,,0.986,0.5004205279481019,1970,989,False
vapB35,,0.998,0.5004185912820451,1995,999,False
cdd,,0.993,0.5004163964986221,1987,995,False
mutT1,,0.998,0.5004139801551092,1994,997,False
rnc,,0.996,0.5004019094471356,1994,995,False
esxT,,0.999,0.5004017043095199,1997,999,False
pemK,,0.996,0.5003923521511461,1994,995,False
mazF9,,0.9975,0.5003843023554113,1994,997,False
cysK,,0.9835,0.5003754187959333,1968,986,False
rpsC,,0.9435,0.5003612603273333,1889,972,False
istA,,0.913,0.5003448217860087,1825,931,False
sugC,,0.9985,0.5003331638201176,1995,997,False
acs,,0.995,0.5003309741335642,1991,993,False
ddn,,0.9985,0.5003247982184793,1996,997,False
rapZ,,0.996,0.5003167657961213,1996,998,False
mfpA,,0.995,0.5003097065682083,1988,996,False
vapB18,,0.54,0.5003094484940174,1079,418,False
rpfC,,0.9985,0.5003066132264529,1998,1000,False
hrp1,,0.998,0.5003056363984251,1993,998,False
rnhB,,0.992,0.5003038423352977,1984,993,False
mcrA,,0.997,0.5003021111527354,1993,996,False
parD2,,1.0,0.5003018018018017,1999,999,False
vapB51,,0.9995,0.5003000998996995,1998,999,False
esxH,,1.0,0.5002780561122245,1998,998,False
ypbQ,,1.0,0.500254509018036,1998,998,False
cyp126,,0.9935,0.5002382977512619,1984,993,False
cadI,,0.996,0.5002158685092839,1989,996,False
cmaA2,,0.999,0.5002104206308411,1998,999,False
ftsB,,0.971,0.5001906050302738,1941,982,False
purM,,0.997,0.5001889439640443,1995,996,False
egtD,,0.998,0.5001827303733021,1996,997,False
vapC5,,0.9835,0.5001826728820296,1966,992,False
pPE23,,0.964,0.5001506881605389,1928,979,False
hemW,,0.9855,0.5001247248866697,1974,992,False
cpfC,,0.993,0.5001218212273489,1985,995,False
serC,,0.9965,0.5001068202471008,1997,999,False
glpQ2,,0.9715,0.5001024590163934,1941,965,False
nirD,,0.996,0.5001002001989906,1993,996,False
mazE6,,0.9975,0.5000975846295154,1994,997,False
comEC,,0.9335,0.5000937758171153,1865,954,False
coaBC,,0.956,0.5000737447013066,1914,980,False
eccE3,,0.9895,0.5000434068560363,1979,991,False
acn,,0.997,0.5000191337063399,1993,996,False
hadB,,0.9975,0.5000175878336413,1995,997,False
hspX,,0.999,0.5000030150571956,1995,997,False
parE1,,0.998,0.5000010050190652,1995,998,False
proW,,0.971,0.4999740093036084,1942,985,False
argA,,0.926,0.49997259941747524,1853,899,False
accD5,,0.998,0.4999262788365095,1997,1000,False
higA2,,0.9905,0.499923679293219,1976,988,False
cmtR,,0.9615,0.4999133636560537,1922,972,False
glnB,,0.9985,0.4999043087131174,1998,999,False
vapB36,,0.999,0.499902708319542,1997,998,False
vapC2,,1.0,0.49990230460921853,1998,998,False
yeaQ,,0.998,0.4999022068160345,1997,999,False
cdiI,,0.9985,0.49990160682085616,1996,998,False
mpt83,,0.9985,0.4999011044176706,1996,996,False
ndk,,0.993,0.4998996997070015,1987,991,False
hisN,,0.9925,0.49989249929008966,1986,996,False
glf,,0.995,0.49989152568369083,1991,994,False
cyp140,,0.9865,0.4998878816523981,1972,989,False
end,,0.888,0.4998575907922275,1775,922,False
cysA1,,0.862,0.4998497628836825,1720,796,False
ycaQ,,0.9575,0.49984764971009754,1914,971,False
rseA,,0.9935,0.49983317242162656,1986,994,False
pks10,,0.903,0.4998151362280175,1806,939,False
vapC29,,0.999,0.4998144437022193,1997,999,False
hadA,,0.9975,0.499807538849012,1995,997,False
lprJ,,0.9985,0.4998054162487462,1997,997,False
acpP,,0.9965,0.4998032134441363,1996,999,False
vapC20,,0.999,0.4998019061145314,1997,998,False
rpmE,,0.997,0.499801102403705,1998,999,False
vapB37,,1.0,0.4997997997997998,1999,999,False
pdtaR,,0.9945,0.49979879275653927,1989,994,False
rplJ,,0.9925,0.49979707196607404,1988,995,False
cobA,,0.5745,0.49977149821006933,1147,456,False
ask,,0.999,0.499758776812885,1997,998,False
rbfA,,0.9825,0.49972913177429024,1967,987,False
senX3,,0.9995,0.49970270270270273,1999,1000,False
yaeI,,0.9915,0.49970195408261875,1983,993,False
infA,,0.9965,0.4997010068280995,1995,997,False
efp,,0.9945,0.4996998042420939,1991,995,False
cas6,,0.999,0.4996993987975952,1993,995,False
relJ,,0.998,0.49969819156385054,1994,996,False
prmC,,0.9945,0.49963760628619525,1992,995,False
adhB,,0.996,0.49961527961740293,1989,994,False
vapC39,,0.9995,0.49961222444889775,1998,998,False
vapC44,,0.9985,0.49961194895999306,1996,997,False
pstB,,0.995,0.4996083732520444,1992,996,False
jag,,0.994,0.49960404680328396,1990,992,False
vapC43,,1.0,0.49960360360360356,1999,999,False
patA,,0.9895,0.49960302825414393,1976,990,False
rfbA,,0.9975,0.4996004028100317,1996,997,False
rpsJ,,0.9955,0.4996002062412136,1993,996,False
vapB13,,0.9985,0.49959839357429714,1996,996,False
vapB7,,0.9775,0.4995872033023736,1954,985,False
adhD,,0.967,0.49956363441666224,1933,983,False
papA5,,0.9935,0.49955022108636565,1986,990,False
ydcJ,,0.986,0.49950729430953245,1971,992,False
bcpB,,0.9985,0.4995070300922486,1996,998,False
hinT,,0.811,0.49950481084229176,1625,784,False
vapC41,,0.9965,0.49950354180541257,1991,996,False
sigL,,1.0,0.4994989989989991,1999,999,False
vbhA,,0.999,0.4994979934799393,1996,997,False
vapB32,,0.9955,0.49949596468416146,1989,991,False
miaB,,0.9275,0.4994843055043724,1859,962,False
pepD,,0.9475,0.4994758734699516,1895,956,False
pxpC,,0.994,0.49947369486447646,1988,998,False
echA6,,0.893,0.4994416145674048,1787,871,False
dapF,,0.9845,0.49943670769303716,1970,991,False
mshC,,0.997,0.4994175097182317,1994,998,False
ctaC,,0.9995,0.499416916916917,1999,1000,False
glbN,,0.9985,0.4994112348821768,1997,998,False
fadE26,,0.9975,0.4994092837212304,1992,996,False
yadH,,0.9975,0.4994081343128484,1996,999,False
fmdB,,0.9975,0.499403712329564,1997,999,False
elaA,,0.9985,0.49940311484692834,1996,998,False
coaD,,0.9965,0.49939960080481605,1996,998,False
hemE,,0.95,0.49939915693688547,1901,974,False
groES,,0.9965,0.4993987975951904,1993,995,False
pup,,0.999,0.4993987975951904,1998,998,False
vapB44,,0.9995,0.4993982965931864,1998,998,False
relG,,0.9985,0.49939809418244724,1996,997,False
ribH,,0.995,0.4993973893612934,1989,994,False
prpC,,0.989,0.4993951612903226,1977,992,False
fas,,0.9285,0.49934566676962594,1857,959,False
aroB,,0.9675,0.4993277248203357,1937,980,False
ipdB,,0.9995,0.49931563194826456,1998,999,False
desA2,,0.999,0.49931544633901703,1997,997,False
msrA,,0.9955,0.4993123804714042,1994,997,False
esxN,,0.8585,0.4993079584775087,1717,850,False
moaE2,,0.9915,0.4993075899343941,1982,989,False
rsrA,,0.998,0.4993066139212285,1998,999,False
clpP1,,0.998,0.499299199601608,1996,998,False
hsaG,,0.862,0.4992930853347954,1723,902,False
pitA,,0.9965,0.499284495763369,1993,999,False
gabP,,0.9985,0.49925150827858955,1996,997,False
frmB,,0.9435,0.499247311827957,1885,955,False
dxr,,0.965,0.49923927691607806,1931,979,False
ufaA1,,0.994,0.49922117907112323,1988,992,False
lysA,,0.996,0.49921580186899717,1994,997,False
nuoE,,0.992,0.49920765765125563,1985,994,False
csm2,,0.9985,0.4992011209507921,1992,995,False
vapB20,,1.0,0.4991991991991993,1999,999,False
mihF,,0.998,0.4991979931738967,1995,996,False
ricR,,0.9965,0.4991968829996999,1993,999,False
mazE7,,0.9925,0.49919283140704684,1983,994,False
lppT,,0.9835,0.4991856390661165,1965,994,False
glyA1,,0.981,0.49918481733985487,1962,981,False
higA3,,0.942,0.4991702395595054,1884,961,False
vapB31,,0.9635,0.49916184633741445,1924,976,False
alaS,,0.9905,0.49913841509065465,1983,992,False
drrC,,0.999,0.49912287036535535,1997,998,False
pPE41,,0.9945,0.49911136481409507,1988,996,False
yqfA,,0.9955,0.49910950333999315,1991,995,False
vapC3,,0.9965,0.49910647615587983,1991,996,False
paaD,,0.9975,0.49910270630991355,1998,999,False
esxG,,0.9985,0.4991025179747659,1995,997,False
pptT,,0.9955,0.4991020428777051,1990,995,False
modC,,0.996,0.49907704485169274,1993,999,False
mycP3,,0.9515,0.4990724312159291,1901,974,False
ugpQ,,0.9205,0.4990337029306485,1841,937,False
trm112,,1.0,0.4990085,2000,1000,False
ahpE,,0.999,0.49900501101702305,1998,999,False
sigH,,0.9985,0.49900500500500505,1999,999,False
panD,,0.996,0.49900251857777733,1995,997,False
mrx1,,0.9995,0.49900049999999996,2000,1000,False
atpE,,0.996,0.49899799599198397,1994,996,False
mftA,,0.9985,0.4989979959919839,1997,998,False
malE,,0.9985,0.49899749297943885,1996,999,False
stbD,,0.9965,0.4989949667693877,1992,999,False
pafA,,0.997,0.49899447489356225,1994,996,False
ppnK,,0.988,0.49898734099409614,1976,989,False
vapB12,,0.9875,0.49898628020669844,1976,994,False
cobB,,0.467,0.498957840117542,936,587,False
trpB,,0.995,0.49894603539787286,1991,995,False
mpt63,,0.9985,0.49892915218601697,1995,997,False
cbrC,,0.9975,0.498911148951209,1996,998,False
mbtN,,0.9995,0.4989108216432866,1998,998,False
yajC,,0.996,0.4989070417665823,1995,997,False
dapB,,0.9935,0.49890448216939837,1989,994,False
arfB,,0.997,0.49890060682487225,1996,998,False
rpsS,,0.9945,0.4988951791100143,1992,996,False
cutB,,0.954,0.49889449611891723,1908,978,False
sapB,,0.994,0.49889336016096575,1989,995,False
mshD,,0.998,0.49886784602303913,1995,997,False
vapC51,,0.854,0.49884014370096097,1708,796,False
rsmH,,0.9955,0.49883183687609006,1993,996,False
csm6,,0.5445,0.49881949529405467,1086,421,False
mosR,,0.9995,0.4988148148148148,1999,999,False
nuoB,,0.997,0.4988120674649198,1995,997,False
grpE,,0.9965,0.4988104312938816,1997,997,False
zupT,,0.996,0.4988101298554379,1990,994,False
rplI,,0.9955,0.4988023235225471,1994,996,False
espF,,0.999,0.49880210540871206,1998,999,False
phnB,,0.9475,0.49880058126537,1894,900,False
miaE,,0.9975,0.4987992004040148,1996,997,False
mbtH,,0.9985,0.49879739458897776,1997,998,False
ureB,,0.9985,0.49879719358556796,1996,998,False
rubB,,0.998,0.4987969921789417,1995,998,False
qdoI,,0.999,0.49879699217894163,1995,997,False
vapC8,,0.9975,0.4987967915783459,1994,997,False
cysQ,,0.992,0.49879203710862,1983,995,False
dapE,,0.973,0.4987916995563585,1947,983,False
ethR,,0.966,0.4987691773734309,1933,942,False
aspS,,0.9495,0.49876286126111763,1901,963,False
vapC22,,0.9655,0.49875576987544806,1930,942,False
sap,,0.999,0.49874523822419614,1997,999,False
proS,,0.9915,0.498721392489361,1985,993,False
rplE,,0.9955,0.49871904871240225,1993,996,False
tuf,,0.995,0.4987096969299859,1992,995,False
lipX,,0.997,0.49870112982048675,1992,996,False
adk,,0.997,0.4987006044120273,1997,998,False
fbpD,,0.9955,0.4986990214378641,1990,994,False
fetB,,0.997,0.49867018072289154,1996,1000,False
mdh,,0.991,0.49863945232234047,1983,995,False
truA,,0.992,0.4986183526621837,1985,993,False
fadE12,,0.992,0.49861505284466,1983,990,False
vapB4,,0.9985,0.49860793731752084,1996,998,False
ppiA,,0.9965,0.4986068759040942,1992,995,False
aac(2')-Ic,,0.993,0.49860096953470445,1986,996,False
add,,0.9975,0.498596990564862,1995,996,False
rbpA,,0.998,0.49859648805431944,1995,996,False
tagG,,0.997,0.4985794055513233,1995,997,False
vapB50,,0.957,0.49854744078112,1913,920,False
mymT,,0.953,0.4985384706036545,1906,969,False
tgs2,,0.96,0.4985373828222591,1919,965,False
cofD,,0.9895,0.4985312254737078,1981,991,False
ssuE,,0.9965,0.4985131096099543,1993,996,False
purQ,,0.9955,0.49850959914920645,1992,997,False
frnE,,0.998,0.4985060391595628,1995,997,False
lepB,,0.998,0.4985050200803213,1996,996,False
mazF4,,0.996,0.49850305745595447,1991,995,False
ybbJ,,0.997,0.49850202563558277,1994,997,False
vapB11,,1.0,0.498502,2000,1000,False
mbtL,,0.999,0.49850050451252853,1997,998,False
dosT,,0.545,0.4984967506962794,1088,418,False
vapB9,,0.9975,0.4984964909739157,1994,996,False
bDS1,,0.987,0.4984596888550935,1973,988,False
ag85B,,0.9965,0.4984516363159831,1992,995,False
hupB,,0.996,0.4984208924049613,1992,996,False
srp102,,0.999,0.4984061292988073,1996,999,False
lprD,,0.9985,0.4984006088328963,1996,998,False
clgR,,0.9975,0.49840000964818304,1995,998,False
rpfD,,0.998,0.4983991012075265,1996,999,False
rnd,,0.961,0.49839678880161864,1920,978,False
frmR,,0.995,0.4983957865479703,1993,995,False
vapC26,,0.996,0.49839466858600795,1992,999,False
esxA,,0.751,0.4983926031294452,1503,703,False
ynfA,,0.9935,0.49839165911886224,1987,994,False
menF,,0.984,0.4983867086273906,1968,991,False
thiG,,0.97,0.49837863321009385,1941,979,False
mbcA,,0.9855,0.4983714849068603,1970,989,False
mtnP,,0.9745,0.49836480257325944,1947,984,False
mazE,,0.6965,0.4983617313694808,1393,741,False
sigE,,0.996,0.4983311744278061,1992,997,False
vapC27,,0.999,0.4983299933199733,1997,999,False
clpS,,0.9965,0.49832529380368784,1993,998,False
icl,,0.994,0.49832040362942603,1988,995,False
fadE34,,0.953,0.4983170664460987,1905,975,False
pmt,,0.984,0.4983147960903269,1967,989,False
cnoX,,0.996,0.4983086776568212,1993,995,False
rsbW,,0.9975,0.49830491814459754,1997,999,False
purA,,0.9955,0.4983013232274557,1994,997,False
bfrA,,0.9955,0.49829953789045733,1990,995,False
csoR,,0.995,0.4982951908135053,1991,996,False
ideR,,0.9965,0.4982938766046885,1992,995,False
cspC,,0.995,0.49829347571372007,1990,994,False
ppnN,,0.9965,0.49825432382797524,1991,995,False
sugA,,0.9985,0.4982291564070971,1995,997,False
cfp21,,0.9815,0.49822726909036874,1962,979,False
amiA2,,0.973,0.4982195782877466,1944,980,False
mbcT,,0.9985,0.49821536861297744,1996,998,False
trcR,,0.998,0.4982055348521212,1995,999,False
iscA,,0.9965,0.4981938788252307,1993,997,False
leuC,,0.9935,0.49817983658932485,1990,997,False
ybdK,,0.996,0.49816517826572093,1993,996,False
panB,,0.9735,0.4981563189079096,1950,984,False
cobIJ,,0.952,0.4981514668790655,1902,972,False
