gene_name,annotation,prevalence,lr_auroc_ethambutol,n_train,n_pos,kept_filtered
lysA,,0.989,0.5055841990273147,1978,991,False
aph,,0.9645,0.5055614563844872,1926,965,False
fadE27,,0.978,0.505549448003673,1949,972,False
ybjQ,,0.44,0.5055464748828593,877,345,False
iniC,,0.9775,0.5055258382642996,1950,975,False
ubiC,,0.9955,0.5054947888229656,1989,993,False
pabB,,0.9565,0.5054803106273694,1914,962,False
udg4,,0.9675,0.505476917938298,1933,971,False
pyrB,,0.9775,0.5054467153467831,1956,984,False
mpt64,,0.992,0.505430727644116,1981,993,False
cyp140,,0.992,0.505429802052786,1982,992,False
moaE2,,0.9925,0.5054243229387065,1983,991,False
cydB,,0.993,0.5053873196628302,1987,995,False
vapC35,,0.9975,0.5053865275823277,1992,994,False
rplV,,0.9715,0.5053405441946932,1946,976,False
prcB,,0.9975,0.5053317690657697,1993,995,False
wbbL,,0.9855,0.5053150000309521,1969,986,False
gmk,,0.993,0.5053104719577788,1990,995,False
hisS,,0.97,0.5052664424680496,1943,974,False
gabP,,0.9955,0.5052589176912582,1988,994,False
cysM,,0.956,0.5052546611897047,1911,979,False
glgE,,0.99,0.5052544623824661,1978,989,False
ansP2,,0.9645,0.5052290513663092,1924,980,False
vapC23,,0.998,0.5052148291659099,1991,995,False
pPE2,,0.535,0.5052003902494004,1070,583,False
sppA,,0.9915,0.5051465148608221,1984,992,False
sucC,,0.9935,0.5051231081266716,1990,994,False
resB,,0.9505,0.5051216928402679,1900,958,False
vapC7,,0.9885,0.5050894599619931,1976,991,False
hemB,,0.9915,0.5050727324673114,1987,993,False
cysO,,0.9875,0.5049941408944969,1971,994,False
atpD,,0.9925,0.5049582489904179,1987,994,False
frdC,,0.9905,0.5049377614529129,1980,990,False
nuoJ,,0.9935,0.5049342238167964,1990,996,False
galU,,0.9905,0.504913170144201,1983,991,False
prpR,,0.978,0.5049110504666153,1953,986,False
echA14,,0.973,0.5049075290850911,1942,973,False
clpA,,0.982,0.5049024182843869,1964,984,False
pptH,,0.996,0.5048982435279891,1989,993,False
vapC34,,0.997,0.5048923204659296,1990,993,False
pspE,,0.953,0.5048508910384721,1905,953,False
tmk,,0.992,0.5048313858448871,1991,995,False
yceD,,0.995,0.5048306909731481,1990,994,False
vapB14,,0.9955,0.5048040185136641,1988,991,False
menA,,0.976,0.5047950920451704,1951,977,False
atpG,,0.992,0.5047832357045499,1986,994,False
fadD3,,0.977,0.5047412500288397,1953,979,False
mshB,,0.9965,0.5047394922297604,1989,994,False
egtC,,0.9945,0.5047330353086259,1986,994,False
frr,,0.9915,0.5047226127851446,1990,996,False
hemD,,0.9835,0.504714806176546,1967,983,False
gabT,,0.9785,0.5046834847292158,1960,982,False
whiB3,,0.999,0.5046294662883121,1992,995,False
vapC24,,0.9985,0.5046123277586204,1997,999,False
paaX,,0.993,0.5046097422596855,1987,992,False
eccD5,,0.9905,0.5046064424563865,1975,988,False
sap,,0.9985,0.50458547617323,1994,996,False
pyc,,0.9565,0.5045793791850575,1913,962,False
murC,,0.9825,0.5045700770974588,1968,985,False
rpsG,,0.991,0.5045428348988402,1989,994,False
hyuB,,0.9665,0.5045421324714516,1932,968,False
eccCa1,,0.9975,0.5045160582148052,1993,997,False
yvlD,,0.9965,0.5045079918065837,1992,996,False
fadA5,,0.982,0.5044418285510234,1963,982,False
eccB4,,0.9685,0.5044362608658416,1933,968,False
jag,,0.9945,0.5044007765184069,1989,994,False
mutT1,,0.9985,0.5043819901916806,1992,995,False
frmB,,0.93,0.5043521540847744,1859,924,False
qcrC,,0.998,0.5043198804034973,1994,997,False
nadD,,0.9935,0.5043193923731178,1989,993,False
atpC,,0.992,0.50431672259695,1986,993,False
acn,,0.996,0.5042466433505748,1991,997,False
ureG,,0.99,0.504232150304658,1983,990,False
ephG,,0.9955,0.5042060013656967,1987,993,False
lpqV,,0.977,0.5041877756084425,1950,976,False
echA13,,0.99,0.5041820945991031,1974,991,False
ylaK,,0.9875,0.5041493882095766,1977,988,False
esxC,,0.9945,0.5041359996437363,1988,996,False
ufaA1,,0.9925,0.5041325890566069,1982,994,False
senX3,,0.9985,0.5041235932245635,1995,998,False
uppP,,0.993,0.5040944864357169,1988,994,False
glfT2,,0.996,0.5040559942569992,1989,994,False
sbm,,0.9925,0.5040424569764902,1984,995,False
mltG,,0.993,0.5040353035766495,1985,993,False
ctpC,,0.9875,0.5040079944100784,1973,988,False
clgR,,0.998,0.504002972773743,1993,996,False
irtB,,0.993,0.503984981679765,1983,989,False
echA17,,0.9785,0.5039739461358314,1956,980,False
lmbE,,0.997,0.5039461572124888,1994,995,False
echA20,,0.995,0.503945279718512,1989,995,False
yaeI,,0.9905,0.5039437901280006,1978,990,False
mazE2,,0.99,0.503943377148635,1979,990,False
regX,,0.998,0.5039139524027976,1994,998,False
glmU,,0.987,0.5039074960127592,1978,990,False
vapC30,,0.997,0.5039057936862796,1993,997,False
recN,,0.983,0.5038442491023895,1969,985,False
catC1,,0.9795,0.5038118936099029,1956,980,False
pknI,,0.9845,0.503795986344612,1964,978,False
ppsD,,0.988,0.5037660872686253,1975,990,False
mcr,,0.9935,0.5037313964760222,1982,988,False
cbs,,0.9825,0.5037189135102458,1959,980,False
esxT,,0.997,0.5037177840914836,1989,995,False
nusG,,0.9905,0.5037124303666278,1988,992,False
yhaK,,0.9915,0.5037106326417795,1984,992,False
bpa,,0.9985,0.5036867469879518,1996,996,False
prfB,,0.993,0.5036731395671827,1990,995,False
rbfA,,0.982,0.5036663502610347,1969,989,False
murI,,0.989,0.5036613610856034,1980,990,False
yjbM,,0.9905,0.5036572836009423,1980,989,False
amiA2,,0.971,0.5036465993650401,1938,971,False
rsuA,,0.9955,0.5036246559430316,1990,995,False
rbsK,,0.97,0.503616287094548,1941,975,False
aspC,,0.974,0.5036132220616346,1943,964,False
purC,,0.993,0.5036127262698185,1988,995,False
metXA,,0.9605,0.5036065505822401,1915,959,False
atpFH,,0.998,0.5036057922511252,1992,995,False
rsmI,,0.973,0.5035850249468505,1950,977,False
ppiB,,0.9905,0.5035805634395358,1984,993,False
gabD2,,0.9855,0.5035750766087845,1967,988,False
rfaB,,0.944,0.5035750410995158,1889,963,False
tyrS,,0.9875,0.5035542673700569,1978,990,False
rodA,,0.9925,0.5035378433744461,1987,994,False
fhaB,,0.9965,0.5035160743476418,1991,995,False
add,,0.997,0.5035095316260663,1993,995,False
yoeB,,0.999,0.5035085261065391,1992,994,False
tcrA,,0.9185,0.5034345218339575,1837,920,False
lppD,,0.4105,0.5034276458916063,820,382,False
drrC,,0.999,0.5034231824602938,1996,997,False
crgA,,0.998,0.5034225042227988,1994,997,False
vapB35,,0.999,0.5033959662473718,1995,996,False
echA19,,0.8975,0.5033829288368961,1793,940,False
mrp,,0.98,0.5033603635529799,1959,980,False
vapC17,,0.995,0.5033179040431616,1989,996,False
lcp1,,0.9905,0.5032954069595237,1979,994,False
ephA,,0.973,0.5032631898996858,1940,986,False
hmp,,0.9955,0.5032387483856863,1988,994,False
dciA,,0.995,0.5032329852460607,1989,992,False
atpA,,0.99,0.5032161298304315,1982,991,False
glyA2,,0.989,0.5032101092574286,1976,985,False
thiE,,0.9695,0.5031922657905712,1939,971,False
vapB27,,0.998,0.5031897462259187,1996,998,False
shy1,,0.9975,0.503138187197407,1991,994,False
vapB22,,0.9985,0.5031200177594802,1991,995,False
ptbB,,0.981,0.503051400485273,1962,985,False
mntH,,0.991,0.503003849158556,1983,992,False
hemA,,0.991,0.5029987630610984,1983,991,False
mbtC,,0.9755,0.5029815362949471,1948,976,False
holB,,0.9705,0.502950799523634,1943,972,False
lprI,,0.996,0.5029406201962158,1994,998,False
ahpC,,0.993,0.5029238936618576,1987,995,False
ldtMt3,,0.9985,0.5029159725072634,1994,996,False
rpsT,,0.993,0.5029110493615792,1990,993,False
zapE,,0.995,0.5029100304639079,1990,994,False
rpmI,,0.9925,0.5029074117513832,1989,997,False
proS,,0.986,0.5029059515436911,1981,991,False
rplD,,0.9725,0.5028884934132241,1949,979,False
acoA,,0.99,0.5028759005345107,1981,993,False
cydD,,0.974,0.5028748670459725,1947,976,False
fbpD,,0.9965,0.5028739093162434,1988,991,False
ilvG,,0.991,0.5028639963922013,1980,989,False
pE16,,0.968,0.502841489381043,1934,971,False
aftC,,0.987,0.5028234043784996,1967,984,False
xseB,,0.9935,0.5028128570417479,1989,994,False
vapC2,,0.998,0.5028091302018506,1993,997,False
pstB,,0.988,0.5027505290066906,1981,993,False
rplK,,0.988,0.502730513462539,1984,992,False
ybeY,,0.9905,0.5027074021894028,1988,992,False
mak,,0.9975,0.5027031948402882,1994,997,False
mut7-C,,0.9985,0.5026985903739412,1997,999,False
rip3,,0.992,0.5026902037364622,1979,991,False
rplE,,0.9905,0.5026870180863834,1983,995,False
fbiB,,0.9775,0.5026852288815479,1953,978,False
cobH,,0.9605,0.5026417364061999,1923,971,False
pyrR,,0.98,0.5026207173453106,1961,979,False
ribH,,0.9945,0.5026181262821697,1990,997,False
cofC,,0.968,0.5026158421438024,1933,969,False
prrA,,0.9965,0.5026062122109299,1993,996,False
yjbQ,,0.9975,0.502604799322591,1992,995,False
prrB,,0.993,0.5026043356915687,1986,992,False
menF,,0.986,0.5026040351464867,1970,985,False
spoIIM,,0.9955,0.5025978284999294,1991,996,False
etfA,,0.9585,0.5025890069794883,1917,964,False
dnaC,,0.128,0.5025826446280992,257,121,False
aroB,,0.969,0.5025794485002145,1941,972,False
furA,,0.9955,0.5025787945336229,1989,993,False
ipdF,,0.985,0.5025664596991026,1969,987,False
kstR2,,0.9975,0.5025512408970398,1995,998,False
cadI,,0.9955,0.5025338523073928,1986,994,False
mmpS4,,0.9965,0.502512565351951,1990,996,False
fetB,,0.9955,0.5025110512543628,1989,993,False
vapB50,,0.9645,0.5025012514330927,1928,945,False
sugC,,0.997,0.5024969804307818,1996,997,False
hycG,,0.9775,0.5024691888853465,1953,976,False
rpsM,,0.99,0.5024404753444989,1985,994,False
mpg,,0.9775,0.5024400837257981,1955,980,False
def,,0.991,0.5024384400480785,1985,993,False
mdh,,0.9925,0.502434379365234,1985,992,False
pimA,,0.9935,0.5024244155770473,1987,994,False
thrS,,0.99,0.502419059813426,1984,994,False
recG,,0.9895,0.5024035720104268,1982,990,False
vapC44,,0.997,0.5023923734951077,1990,993,False
ldtMt2,,0.989,0.5023553624280036,1977,989,False
dprE2,,0.9965,0.5023316179694864,1992,995,False
vapB45,,0.957,0.5023056469144827,1910,927,False
cobIJ,,0.958,0.5023028011121725,1912,963,False
mcrA,,0.9945,0.5022254172783783,1989,993,False
espH,,0.999,0.5022183668121482,1996,997,False
vapC28,,0.998,0.5022043106295865,1996,999,False
cas6,,0.996,0.5022029249157914,1985,991,False
serS,,0.9885,0.5021837955743101,1981,991,False
vapC18,,0.9985,0.5021694996418541,1994,996,False
ecfT,,0.971,0.5021636825877643,1942,973,False
istA,,0.907,0.5021453131096371,1812,932,False
phaC,,0.985,0.5021437220451231,1971,987,False
pdhA,,0.9915,0.502139598152294,1988,994,False
rplC,,0.988,0.5021268433237323,1980,993,False
fcoT,,0.9995,0.502115062622738,1995,997,False
kstR,,0.997,0.5021132675133837,1993,996,False
lipG,,0.99,0.5021126587941147,1979,993,False
qcrB,,0.996,0.502065056598595,1991,993,False
mutT3,,0.977,0.502060747432989,1952,979,False
vapC45,,0.9665,0.5020596924621692,1931,962,False
rplQ,,0.987,0.5020416893521038,1977,988,False
pafA,,0.998,0.5020241629410845,1992,995,False
mpt63,,0.998,0.502023183276365,1990,994,False
vapB40,,0.9955,0.5020115709565351,1989,996,False
cfp6,,0.992,0.5020028568513418,1980,990,False
ureB,,0.995,0.5020004793496957,1993,996,False
smtB,,0.9985,0.5019969667856992,1993,994,False
tsaD,,0.9775,0.5019878296146045,1961,986,False
folK,,0.9895,0.5019782848730218,1978,990,False
mec,,0.9885,0.501943222152116,1973,994,False
sRAP,,0.996,0.5019289003403171,1992,996,False
serC,,0.994,0.5019272260066423,1990,996,False
rph,,0.994,0.5019142913593787,1992,998,False
yqgV,,0.993,0.501911669704041,1986,993,False
lprJ,,0.9985,0.5019081267827507,1996,997,False
ddn,,0.998,0.5019080402010051,1995,995,False
pgpB,,0.997,0.5019062269408031,1992,994,False
argF,,0.961,0.5019011099333263,1926,967,False
hinT,,0.7975,0.50187265917603,1597,801,False
mosR,,0.9985,0.5018003760023789,1992,995,False
htm,,0.9975,0.5017930296914842,1993,996,False
menJ,,0.9795,0.5017760533077099,1957,980,False
spoIVCA,,0.331,0.5017721133340105,659,229,False
gatB,,0.9915,0.5017608161532006,1989,994,False
ydbS,,0.9875,0.5017276280887896,1974,986,False
mazF4,,0.996,0.5017095596962085,1990,993,False
argD,,0.959,0.5016953194441434,1921,965,False
eccB5,,0.997,0.5016915597940604,1989,996,False
ruvX,,0.9695,0.5016852834772506,1946,975,False
nat,,0.998,0.5016783818389035,1995,998,False
cobC,,0.9855,0.5016565935314361,1968,986,False
aceE,,0.9905,0.5016403917719707,1978,990,False
argG,,0.9835,0.5016394773401729,1973,989,False
pmt,,0.9855,0.5016344937101456,1967,983,False
cdh,,0.9875,0.5016328093560336,1974,996,False
ctaC,,0.9985,0.5016156811615198,1994,996,False
csoR,,0.993,0.5016114834166289,1986,994,False
fadD12,,0.997,0.5016012862708729,1992,995,False
yeaQ,,0.9945,0.5016010733814347,1989,997,False
higA,,0.996,0.5015669530014804,1993,995,False
ftsW,,0.949,0.5015453418349274,1901,960,False
cpfC,,0.9925,0.5015431219686859,1983,991,False
ybjN,,0.972,0.5015416238437821,1946,973,False
merT,,0.9945,0.5015252317927666,1989,995,False
sirA,,0.997,0.5015161061072665,1992,995,False
sigF,,0.9965,0.501515098057993,1992,997,False
hns,,0.991,0.5015146413631262,1980,990,False
yqfA,,0.993,0.5015080335303737,1984,991,False
sigK,,0.996,0.5015060240963856,1992,996,False
mmpR5,,0.9875,0.5014963005700829,1974,977,False
steA,,0.9985,0.5014924744383663,1997,998,False
proZ,,0.9775,0.5014558763128557,1954,966,False
ftsZ,,0.9895,0.5014527092875939,1985,992,False
sigL,,0.9995,0.5014157444017163,1997,998,False
lpqS,,0.974,0.5013817722138746,1947,976,False
pgeF,,0.982,0.501340228096711,1969,986,False
rpiB,,0.9895,0.5013308004207903,1979,989,False
gpmA,,0.9905,0.5013260788023093,1981,992,False
vapB1,,0.998,0.5013249390346959,1994,996,False
ttfA,,0.957,0.501323768462654,1911,963,False
corA,,0.99,0.5013150699996028,1982,993,False
kasB,,0.995,0.5013150402921052,1987,993,False
parE2,,0.9985,0.5013116685632572,1993,995,False
hrp1,,0.9965,0.5013091641490433,1988,995,False
plcB,,0.9385,0.5013061659964124,1870,961,False
glbO,,0.999,0.5013030072180468,1995,997,False
pduO,,0.9885,0.5013019709394332,1973,980,False
fabG1,,0.998,0.5012993955879728,1997,999,False
vapC14,,0.9985,0.501298283207831,1994,995,False
rnhB,,0.9875,0.5012825976495272,1976,988,False
ipdC,,0.976,0.5012550509106599,1952,981,False
mfpA,,0.994,0.5012496541453729,1983,991,False
fbaA,,0.995,0.5012297122776903,1988,994,False
cysT,,0.995,0.5012276307881561,1995,997,False
higB,,0.9965,0.5012160047371315,1993,994,False
ftsI,,0.988,0.5012147686542847,1982,990,False
norV,,0.9915,0.5012144655434261,1981,991,False
vapB29,,0.9985,0.5012111309706501,1997,998,False
alpha-E,,0.9965,0.5012091551035014,1992,995,False
rsfB,,0.996,0.5012069447143412,1988,996,False
bcpB,,0.998,0.5012069340551776,1993,997,False
gnd,,0.9885,0.5011799983625347,1977,992,False
mobA,,0.9925,0.501129389401737,1989,995,False
lprG,,0.9985,0.5011291389197653,1995,997,False
lsr2,,0.9795,0.5011245374169024,1955,976,False
pgsA2,,0.9985,0.5011227273824759,1994,996,False
cfp32,,0.9545,0.5011133701229548,1907,939,False
rplN,,0.99,0.5011093834801141,1982,993,False
sdrC,,0.997,0.5011092536832459,1993,998,False
yggT,,0.9965,0.5011001947621666,1993,994,False
rsgA,,0.9775,0.5010820340569175,1957,981,False
pks10,,0.891,0.5010663568521803,1780,923,False
rfe,,0.9955,0.5010313399828954,1988,993,False
higA2,,0.99,0.5010131743397463,1976,986,False
tag,,0.9955,0.501009051250136,1993,996,False
espC,,0.998,0.5010085614086124,1990,994,False
dfrA,,0.994,0.501007049345418,1985,992,False
frnE,,0.998,0.5010060271084065,1994,997,False
rplS,,0.993,0.5010055296563137,1991,996,False
ureA,,0.993,0.5009721666120676,1989,993,False
argB,,0.9895,0.500958678561137,1982,991,False
ctaG,,0.992,0.5009573059805738,1985,992,False
ilvE,,0.985,0.5009284092193553,1973,983,False
dksA,,0.9765,0.5009235963428724,1955,976,False
atl1,,0.9965,0.5009157231942847,1991,996,False
dapB,,0.9895,0.5009125432009943,1984,993,False
mddA,,0.9975,0.500911780567834,1992,997,False
cysG2,,0.3165,0.500911625911626,633,444,False
modB,,0.9915,0.500910706172519,1986,992,False
vapB28,,0.9985,0.5009092258591257,1997,998,False
rraA,,0.9945,0.5009059399733881,1989,993,False
ppx2,,0.987,0.500882273214041,1970,987,False
darT,,0.9975,0.5008791452251236,1993,995,False
cobG,,0.9615,0.5008664423940203,1923,965,False
higA3,,0.9445,0.5008478285265402,1888,938,False
coaX,,0.9945,0.500817784795073,1988,995,False
rimP,,0.9925,0.5008084579622021,1992,998,False
purM,,0.993,0.5008080612187179,1990,994,False
hisN,,0.9935,0.5008076636961242,1988,993,False
tB22.2,,0.999,0.5008054146330699,1997,998,False
tpiA,,0.99,0.5008047267427885,1986,993,False
panB,,0.9765,0.5007451992872824,1957,978,False
ribBA,,0.988,0.5007097301081123,1977,988,False
mrx1,,0.998,0.5007032136562282,1994,998,False
kanY,,0.9985,0.5006772067955618,1996,997,False
nucS,,0.9855,0.5006541410014341,1969,979,False
gpgS,,0.9985,0.5006206005201989,1995,996,False
pE13,,0.9975,0.5006135093136366,1991,995,False
ahpE,,0.9985,0.50060673989841,1993,997,False
folB,,0.9915,0.5006057554395923,1983,990,False
vapB44,,0.999,0.5006051259144796,1994,996,False
atpE,,0.9915,0.5006049395111196,1986,993,False
vapB4,,0.997,0.5005985861295018,1994,997,False
idsA2,,0.9885,0.5005956609932146,1971,981,False
thrB,,0.968,0.5005569563690913,1939,970,False
rpe,,0.989,0.5005228572009847,1983,995,False
lppU,,0.997,0.5005191620754375,1991,995,False
espL,,0.994,0.5005182345543792,1986,996,False
sigD,,0.9955,0.500512645941992,1987,991,False
rpsH,,0.9885,0.5005055611729019,1979,990,False
sugB,,0.998,0.5005045205848418,1995,996,False
nuoC,,0.996,0.5005040180742992,1995,999,False
vapB51,,0.999,0.5005010015020025,1998,999,False
hspX,,0.9985,0.5005,1994,994,False
trpA,,0.9905,0.5004817424182558,1987,994,False
hisG,,0.9805,0.5004603774368344,1963,980,False
ycaQ,,0.966,0.5004321511884158,1929,970,False
prpC,,0.9675,0.5004214963119072,1934,985,False
ssuE,,0.9945,0.5004130309495162,1989,995,False
mraZ,,0.993,0.5004127961774771,1992,997,False
groES,,0.993,0.5004035255710972,1990,994,False
fer,,0.997,0.5004029208475391,1989,993,False
aceF,,0.9935,0.5004009002814895,1989,992,False
infA,,0.9905,0.5004005886117221,1986,993,False
tagH,,0.993,0.5003972543399403,1988,992,False
leuC,,0.989,0.5003860347970444,1983,991,False
hemC,,0.98,0.5003707260215446,1964,982,False
desA2,,0.999,0.5003527624009552,1995,996,False
dapA,,0.9895,0.5003363612642291,1981,992,False
cyp123,,0.8225,0.5003324112082813,1642,780,False
meaB,,0.994,0.5003287799083659,1990,994,False
vapC41,,0.997,0.5003014067327611,1992,995,False
pxpC,,0.9925,0.500266751214099,1984,991,False
hsaD,,0.938,0.5002526183551131,1875,948,False
pE_PGRS34,,0.8115,0.5002479615431423,1622,830,False
yggU,,0.9915,0.5002367127134114,1980,993,False
prp1,,0.945,0.500219224093235,1884,954,False
khtT,,0.9965,0.5002108938265626,1991,996,False
rplB,,0.9875,0.5002090751924362,1978,991,False
vapC8,,0.997,0.5002039254388173,1993,998,False
vapC13,,0.999,0.5002025117486965,1995,996,False
coaD,,0.9925,0.5002021136755859,1992,996,False
blaC,,0.9995,0.5002020092381537,1995,996,False
nuoL,,0.992,0.5001798306046361,1987,995,False
fadA4,,0.9875,0.5001468785978814,1970,979,False
hsaG,,0.826,0.5001423460388179,1651,822,False
aosR,,0.9985,0.5001178233495668,1993,996,False
rpmF,,0.9925,0.5001171342571558,1986,992,False
glyQS,,0.9955,0.5001163935803373,1988,991,False
asd,,0.972,0.5001114382077778,1946,977,False
arfC,,0.9845,0.5001109116421114,1969,985,False
rpmE,,0.9945,0.5001058451737121,1992,997,False
yfmG,,0.994,0.5001042472136643,1988,994,False
ideR,,0.9965,0.5001000982783096,1989,993,False
sufE,,0.994,0.5000994928390408,1990,993,False
mftE,,0.9785,0.5000948495644216,1959,982,False
proP,,0.9685,0.5000597104045379,1937,957,False
pPE21,,0.776,0.5000548801782774,1551,766,False
tcmP,,0.907,0.5000415860936103,1810,943,False
mraY,,0.9915,0.5000308693205511,1988,994,False
rpsS,,0.9895,0.5000050912504823,1982,993,False
pemK,,0.9955,0.5000050554583784,1989,994,False
nrdI,,0.9925,0.5000025328254174,1987,992,False
vapB32,,0.9945,0.5000020282988251,1986,992,False
whiB1,,0.9985,0.5000020120542168,1994,997,False
ift,,0.9975,0.5000010060271084,1994,997,False
mazE7,,0.9945,0.5,1985,990,False
mihF,,0.999,0.49999949799196786,1996,996,False
tgs2,,0.96,0.4999956550548007,1919,965,False
fgd2,,0.984,0.4999457782983062,1968,987,False
nuoE,,0.991,0.4999152327293031,1985,995,False
bfrB,,0.998,0.4999072591863808,1992,994,False
vapC19,,0.9995,0.4999061247807486,1996,997,False
ruvC,,0.9945,0.4999050525190879,1990,997,False
ldtMt1,,0.9985,0.4998440656413228,1994,996,False
hadB,,0.998,0.4998431865298732,1998,999,False
leuD,,0.993,0.4998151554360968,1990,993,False
canB,,0.997,0.49980161367637044,1993,997,False
parD,,0.9985,0.49979769137241553,1996,997,False
stf3,,0.8695,0.49978331527627307,1738,923,False
cmaA1,,0.928,0.4997682771405399,1850,959,False
pbpA,,0.9985,0.4997572878957514,1995,997,False
lysG,,0.983,0.499755533456103,1963,986,False
holA,,0.988,0.4997464565004888,1982,990,False
tcrX,,0.995,0.49973432115259075,1988,993,False
fxsA,,0.994,0.4997331032673407,1991,995,False
esxA,,0.793,0.49972122325013973,1588,764,False
sirB,,0.9835,0.49970956266224253,1969,988,False
vbhA,,0.9965,0.4997024205145557,1993,997,False
rplP,,0.989,0.4996998218297312,1981,993,False
lppT,,0.9765,0.49969926874821935,1947,977,False
prs,,0.989,0.4996981952998131,1979,989,False
pfkA,,0.9945,0.49969111086844864,1989,993,False
atpF,,0.9925,0.4996336165888692,1988,994,False
tsaE,,0.9925,0.4996297820241064,1994,997,False
tACO1,,0.993,0.49961486244797076,1984,992,False
yiiM,,0.993,0.4996142351297794,1985,992,False
vapB33,,0.9975,0.49960725471042583,1993,998,False
espR,,0.998,0.4996051327709619,1994,995,False
vapB10,,0.9975,0.4996048434897965,1992,994,False
mmpS5,,0.998,0.49960180621503275,1997,999,False
mmr,,0.999,0.4996018062150327,1997,998,False
pE25,,0.9985,0.49959959959959954,1994,995,False
enc,,0.9985,0.4995983935742972,1991,995,False
acpM,,0.997,0.49959839357429714,1991,996,False
vapB24,,0.997,0.4995980921701916,1994,997,False
vapB12,,0.991,0.4995943204868154,1981,995,False
vapC22,,0.9725,0.4995934959349594,1939,955,False
lexA,,0.99,0.4995889490815121,1984,991,False
dxr,,0.9705,0.4995778603672403,1942,976,False
vapC5,,0.9875,0.4995760332521329,1974,993,False
pQQ,,0.9725,0.4995517451245005,1944,975,False
mku,,0.999,0.49951903855807755,1998,999,False
glbN,,0.999,0.4995140581764732,1996,998,False
vapC11,,0.999,0.4995110330992979,1997,997,False
trpB,,0.993,0.4995085871122682,1991,996,False
thiG,,0.978,0.49950650164499444,1957,982,False
era,,0.992,0.4995060725800586,1990,994,False
ndk,,0.9915,0.499500520712213,1989,995,False
cnoX,,0.997,0.49949799146182267,1992,995,False
vapB5,,0.988,0.4994949515666243,1975,989,False
ybbJ,,0.9935,0.49948987361047664,1985,995,False
yncE,,0.904,0.4994816214586657,1807,921,False
emrB,,0.9965,0.4994470849735135,1992,995,False
cof,,0.9815,0.49940336365453825,1960,976,False
carD,,0.9955,0.49939819519040013,1992,996,False
mbcA,,0.9885,0.49939435497778617,1974,986,False
vapC42,,0.9925,0.49939352797517844,1981,988,False
glyA1,,0.982,0.4993890020366599,1962,982,False
aspS,,0.934,0.49938867902106376,1871,938,False
glpQ2,,0.9665,0.49937672312990117,1931,961,False
lpqE,,0.998,0.4993366874169603,1995,997,False
esxO,,0.3785,0.4993360756296457,757,310,False
mazE,,0.6625,0.4993119034970415,1323,691,False
cdiI,,0.997,0.49931087143074154,1994,997,False
kdpF,,0.998,0.49930100924014525,1995,997,False
cobU,,0.9795,0.49929017396470676,1959,985,False
rpsJ,,0.99,0.49928895489593716,1983,995,False
appC,,0.995,0.4992844383043111,1988,995,False
betP,,0.854,0.4992797118847539,1708,875,False
ylaD,,0.9965,0.49926337627950534,1991,992,False
espG3,,0.9985,0.49922938245969856,1994,996,False
accA3,,0.9945,0.499221640325826,1986,992,False
mmaA3,,0.9985,0.4992038184585604,1996,998,False
nmtR,,0.9985,0.4992033156526636,1996,997,False
parD2,,0.9995,0.4992000032160674,1995,996,False
esxG,,0.998,0.49919668654578236,1994,996,False
relJ,,0.997,0.4991961772414016,1989,992,False
desA1,,0.995,0.4991959831643748,1985,994,False
malE,,0.997,0.49919597908737573,1990,994,False
stbD,,0.9955,0.49919597908737556,1990,996,False
rubB,,0.9935,0.4991939528188303,1985,994,False
vapC4,,0.997,0.49912777361952826,1994,998,False
oprA,,0.9995,0.4991217348001268,1994,995,False
metB,,0.9935,0.499112719756026,1981,992,False
ppa,,0.995,0.4991029444410809,1991,996,False
cspC,,0.9915,0.49910157392067045,1985,992,False
purA,,0.992,0.49910135536279104,1987,994,False
rplT,,0.989,0.4990998696643858,1982,992,False
rplR,,0.989,0.4990976443768996,1979,992,False
qdoI,,0.997,0.4990972918756269,1992,995,False
ynfA,,0.992,0.49909669191880857,1988,995,False
trmD,,0.9895,0.4990941605141465,1983,994,False
gcvP,,0.9905,0.49904122089620184,1984,992,False
guaB1,,0.991,0.4990159430503212,1979,990,False
vapB2,,0.9965,0.4990055680118827,1991,997,False
pxpB,,0.9805,0.49900340271223487,1966,984,False
bfrA,,0.994,0.4989985284706947,1986,993,False
ricR,,0.9975,0.49899799599198397,1996,998,False
mftA,,0.998,0.4989979959919839,1997,998,False
relF,,0.998,0.49899447034368627,1991,996,False
vapB13,,0.995,0.49899295065458205,1987,993,False
pdtaR,,0.9935,0.49899244255703135,1984,993,False
vapB7,,0.9745,0.49897435032524584,1948,977,False
mscS,,0.306,0.49896627089609547,614,405,False
mazE9,,0.9985,0.4989526813371843,1993,996,False
mpt53,,0.999,0.49893606308093574,1993,995,False
mtb12,,0.996,0.49892672401590255,1989,993,False
rsbW,,0.995,0.49891778167948175,1991,995,False
mazE3,,0.999,0.49890261044176704,1996,996,False
miaE,,0.9965,0.4988991118223888,1991,997,False
vapC33,,0.998,0.49889890222211486,1994,996,False
mbtH,,0.998,0.498898499104528,1995,997,False
ygfZ,,0.976,0.49889817150063054,1951,975,False
glf,,0.9955,0.4988974045276685,1989,994,False
eccE3,,0.9915,0.49889704681990343,1980,992,False
vapC51,,0.863,0.49884539123706356,1726,882,False
esxN,,0.679,0.4988162940832176,1355,644,False
cysA,,0.983,0.49881212018766957,1970,988,False
pptT,,0.995,0.498808052358567,1987,992,False
