gene_name,annotation,prevalence,lr_auroc_rifabutin,n_train,n_pos,kept_filtered
cDA1,,0.999,0.5037007042253522,1994,1000,False
bioF1,,0.897,0.503689444778833,1791,929,False
wbbL,,0.9715,0.5036701777485186,1941,980,False
cyp139,,0.993,0.5036275344373936,1982,994,False
espG3,,0.999,0.5036263627812924,1993,999,False
vapB10,,0.9975,0.5036095193940331,1990,997,False
cyp135B1,,0.9695,0.503593590071648,1937,977,False
sseA,,0.3115,0.5035756726933198,626,374,False
dnaC,,0.1195,0.5035550129273197,236,118,False
pfkA,,0.9975,0.5035392899018989,1991,997,False
srmB,,0.924,0.5035382864651157,1847,945,False
pafC,,0.9055,0.503507874267553,1804,926,False
lppI,,0.9905,0.5034944187647522,1976,992,False
pcrA,,0.9955,0.503488287442974,1989,997,False
upp,,0.9975,0.503461753210497,1994,999,False
pyc,,0.9315,0.5034483715798203,1860,947,False
rpsF,,0.994,0.5034424986794515,1992,998,False
acoA,,0.99,0.5034374615037162,1974,994,False
rraA,,0.993,0.50341395794659,1989,993,False
hpf,,0.988,0.5033791907205583,1973,991,False
prmC,,0.996,0.5033685461375011,1993,998,False
pks10,,0.861,0.5033483918067042,1718,907,False
mhpE,,0.998,0.5033452171029218,1989,997,False
glmS,,0.9935,0.5033390342052314,1994,1000,False
esxC,,0.99,0.5033387698902171,1976,994,False
glyQS,,0.997,0.5033312057384274,1987,997,False
yqfA,,0.9945,0.5033291794575645,1987,997,False
holB,,0.9345,0.5033235694351545,1863,955,False
fadE10,,0.9855,0.5032569404279931,1968,988,False
ung,,0.9825,0.5032555655311154,1962,984,False
yoeB,,0.999,0.5032499310620684,1990,997,False
fetB,,0.998,0.5032458907437318,1990,997,False
aph,,0.915,0.5032287490265077,1825,937,False
yigB,,0.9925,0.5032190091770133,1978,994,False
eccA5,,0.996,0.5032020303334246,1987,997,False
lpqE,,0.9995,0.5031731927710844,1996,1000,False
ftsW,,0.914,0.5031345707546273,1835,944,False
vapC18,,0.9975,0.5031216414955596,1990,996,False
lipB,,0.9495,0.5031200558604904,1903,967,False
nuoB,,0.996,0.5031186871735439,1994,998,False
ddaH,,0.9955,0.5030951440179124,1987,997,False
php,,0.9935,0.5030920858003153,1987,996,False
dprE2,,0.9965,0.5030914503072745,1989,998,False
htm,,0.9985,0.5030823934730042,1995,998,False
ephG,,0.9915,0.5030430568309356,1980,990,False
log,,0.999,0.5030306966926685,1993,999,False
lprJ,,0.9955,0.5030272452068618,1986,995,False
clpA,,0.973,0.5030170788779204,1949,982,False
rfaB,,0.9115,0.503015662574817,1819,932,False
rpfC,,0.999,0.5030050130451736,1995,999,False
icdM,,0.9965,0.502989834360952,1989,998,False
irtB,,0.987,0.5029604804519471,1968,985,False
ag85B,,0.9965,0.5029519575847381,1990,997,False
ybeY,,0.9945,0.502926559356137,1994,1000,False
folK,,0.9915,0.5029152938697271,1987,996,False
sdrC,,0.9985,0.5029114541677356,1994,999,False
yhjD,,0.9985,0.5029098601242891,1988,998,False
hemL,,0.943,0.5028870752711418,1885,957,False
vapB18,,0.594,0.5028784103064428,1188,482,False
moaR1,,0.985,0.5028552891103498,1963,988,False
esxF,,0.9865,0.502852293596913,1969,989,False
resB,,0.899,0.5028511911864137,1795,928,False
fer,,0.998,0.5028406792959523,1989,997,False
pstB,,0.9935,0.5028322974841644,1990,999,False
yajQ,,0.9975,0.5028316582914573,1995,1000,False
eAL,,0.9955,0.5028267772810149,1985,996,False
vapC15,,0.997,0.5028235077622449,1989,998,False
ethR,,0.9825,0.5027803092723444,1961,968,False
kstR2,,0.999,0.5027773869346734,1995,1000,False
cysK,,0.984,0.502776544671336,1973,992,False
vapC9,,0.9985,0.5027676056338028,1994,1000,False
pit,,0.985,0.502760188426109,1968,989,False
dapA,,0.991,0.5027600532092732,1984,997,False
ptpA,,0.994,0.5027446931350597,1982,993,False
era,,0.994,0.5027230991571909,1995,998,False
rplN,,0.9955,0.5027172901544761,1994,999,False
atpF,,0.9965,0.5027129636156735,1993,998,False
mraY,,0.9885,0.5027122247254495,1984,991,False
cysG2,,0.359,0.5027059196273367,718,469,False
recO,,0.981,0.502690059804277,1971,992,False
mftC,,0.94,0.5026700815883469,1878,949,False
eccE3,,0.9855,0.502666563171104,1966,991,False
ldtMt1,,0.9985,0.5026577782601879,1995,999,False
lppX,,0.9985,0.50262222021016,1994,999,False
tag,,0.997,0.5026133756446495,1992,998,False
apt,,0.977,0.5026081241182405,1955,983,False
rpmI,,0.9945,0.5026057139404437,1993,998,False
rne,,0.9265,0.5026023856370758,1850,941,False
clpP2,,0.9995,0.5025843373493977,1996,1000,False
mazE3,,0.9995,0.5025582914572866,1995,1000,False
sufE,,0.994,0.5025464106316936,1990,997,False
glpD2,,0.987,0.5025212236421035,1972,993,False
cof,,0.9655,0.5025084924320606,1929,969,False
pptH,,0.996,0.5024978872205944,1988,995,False
aceAa,,0.2985,0.502493106617647,596,256,False
rsdA,,0.992,0.5024884557757965,1977,993,False
pknD,,0.9115,0.5024633981891735,1823,928,False
vapC43,,0.999,0.5024046078057424,1991,998,False
mngR,,0.9945,0.5023766663793234,1986,995,False
prpR,,0.984,0.5023731674967827,1964,983,False
lexA,,0.9925,0.5023604519086446,1986,996,False
atl1,,0.9975,0.5023529423612202,1993,997,False
yncE,,0.898,0.502342989364575,1797,898,False
lprH,,0.998,0.5023349680127546,1991,996,False
vapB14,,0.9935,0.5023333319756597,1982,994,False
lmbE,,0.998,0.5023051127380388,1993,998,False
hepA,,0.85,0.5023047585370781,1693,909,False
cut4,,0.924,0.5023007836472643,1841,920,False
tlyA,,0.9695,0.5022923564590231,1934,972,False
cdh,,0.9805,0.5022746789624543,1958,987,False
pduO,,0.996,0.5022658748286889,1985,995,False
kanY,,0.9995,0.5022477296573682,1995,999,False
efpA,,0.9985,0.5022368212391455,1990,997,False
ldtMt5,,0.9895,0.5022365238264545,1973,991,False
nrdI,,0.9955,0.5022207903257835,1987,996,False
nrdH,,0.999,0.5022059193764414,1993,998,False
acs,,0.99,0.502198393004243,1982,991,False
vapB33,,0.9995,0.5021981780775752,1994,999,False
pbpA,,0.999,0.5021423541247485,1994,1000,False
dapF,,0.9765,0.5021405996394559,1957,983,False
trpB,,0.993,0.5021349243904117,1989,996,False
nuoE,,0.9885,0.502128883950572,1980,993,False
ycjU,,0.967,0.5021240368647127,1928,977,False
mazE4,,0.9945,0.502043020567117,1986,996,False
rpsP,,0.992,0.5020413352734258,1991,997,False
ydfJ,,0.456,0.5020175201752017,911,369,False
hadB,,0.999,0.5020155466399199,1997,1000,False
gpgS,,0.998,0.502014603224576,1991,998,False
khtT,,0.999,0.5020060301507538,1995,1000,False
cysA1,,0.8885,0.5019849778519612,1767,842,False
sucC,,0.994,0.5019802869372706,1991,997,False
accC,,0.941,0.5019683221742528,1885,958,False
rpsQ,,0.993,0.5019570784788975,1991,997,False
efp,,0.9935,0.5019239561493083,1993,999,False
leuB,,0.986,0.5019228520972933,1975,994,False
purD,,0.988,0.5019208286329607,1975,995,False
mmpS2,,0.997,0.5019133040740156,1987,996,False
aac(2')-Ic,,0.99,0.501905325105352,1979,993,False
iniB,,0.8835,0.5018841563159552,1761,892,False
panC,,0.9075,0.5018829281983166,1819,933,False
patA,,0.984,0.5018759430269155,1964,985,False
iunH,,0.977,0.5018758073094749,1947,984,False
fxsA,,0.9945,0.501859488579607,1983,994,False
steA,,0.9985,0.5018225585980814,1992,998,False
ldtMt2,,0.9875,0.5018222877751083,1970,989,False
serC,,0.9975,0.5018146919555371,1993,999,False
rfe,,0.9975,0.5018100571299282,1990,996,False
cysA,,0.981,0.5017810841971817,1958,985,False
trpA,,0.993,0.5017572742745988,1987,995,False
dksA,,0.9845,0.5017227028915514,1973,988,False
citB,,0.985,0.501714148476387,1970,993,False
rplS,,0.9945,0.5017090349203924,1995,997,False
vapC28,,0.999,0.5017041123370111,1997,1000,False
ruvX,,0.941,0.5016622936849658,1889,960,False
octT,,0.999,0.5016338119787963,1990,998,False
cyp123,,0.84,0.5016327722236463,1676,830,False
esxE,,0.98,0.5016242864013718,1956,986,False
rplJ,,0.987,0.5016138497652582,1978,994,False
vapC34,,0.997,0.5016116996859512,1989,998,False
cobT,,0.9235,0.501610538292806,1847,942,False
mutT1,,0.999,0.5016068354011847,1992,998,False
hspX,,0.999,0.5016067310500397,1993,998,False
vapB29,,0.999,0.5016008024072216,1997,1000,False
pPE10,,0.8895,0.5015923768840906,1776,878,False
fhaB,,0.998,0.5015917338709678,1992,1000,False
mcr,,0.9975,0.5015813793591571,1989,999,False
fadD8,,0.997,0.5015796259502201,1992,999,False
cdd,,0.9905,0.5015579928037754,1981,995,False
canA,,0.998,0.5015544684535234,1991,998,False
tkt,,0.9685,0.501548061502431,1942,978,False
rplL,,0.9875,0.5015468929097756,1977,992,False
lpqH,,0.998,0.5015251908504678,1992,999,False
grpE,,0.9915,0.5015141404544557,1983,994,False
rpiB,,0.9815,0.5015015530437785,1961,987,False
hpnD,,0.9975,0.5014954592966462,1994,997,False
mmsA,,0.969,0.5014728930113546,1937,975,False
ctaC,,0.9985,0.5014404438282406,1991,998,False
aroK,,0.925,0.5014341085271318,1846,946,False
rsmH,,0.9925,0.5014234499149053,1993,998,False
rsfS,,0.9945,0.5014148282416551,1998,999,False
proW,,0.966,0.5013705706675277,1928,975,False
trcR,,0.9955,0.501339711754069,1986,997,False
vapC11,,0.9965,0.501335999951565,1991,997,False
purA,,0.994,0.5013312808578378,1990,996,False
modB,,0.993,0.5013211800926038,1990,996,False
esxG,,0.998,0.5013188511968549,1991,998,False
cobO,,0.993,0.5013102926337034,1991,1000,False
ruvC,,0.994,0.5013087684458652,1991,999,False
vapC42,,0.9945,0.5013082527422601,1986,994,False
hAMP,,0.962,0.5013054448583557,1922,970,False
pitA,,0.994,0.5013022939787104,1989,997,False
pPE41,,0.9935,0.5013008939763772,1982,999,False
menC,,0.932,0.501293774431235,1863,953,False
rpsN,,0.989,0.5012880469245403,1984,996,False
ansP2,,0.9785,0.5012705879385578,1951,984,False
moaE2,,0.9925,0.5012439542085668,1977,991,False
dprE1,,0.9985,0.5012381547013626,1993,998,False
gabD2,,0.9835,0.5012376134738802,1962,986,False
sigE,,0.9985,0.501226348278887,1994,998,False
kstR,,0.9975,0.5012106769407878,1992,999,False
rplV,,0.9505,0.5012094042747706,1906,971,False
xPB,,0.9795,0.5011920621573018,1952,981,False
ybfO,,0.9535,0.5011592407415602,1902,970,False
ypbQ,,0.999,0.5011468812877263,1994,1000,False
cspA,,0.998,0.5011388704829013,1990,998,False
senX3,,0.9995,0.5011339307113956,1993,999,False
glpQ2,,0.9685,0.5011316872427983,1932,960,False
nrdR,,0.9925,0.5011281328896146,1991,997,False
ndk,,0.9925,0.5011248463131329,1989,997,False
ipdB,,0.9985,0.5011232303965361,1994,998,False
add,,0.9995,0.5011038114343029,1997,1000,False
prp1,,0.899,0.5011032170911092,1789,920,False
acr2,,0.997,0.5011000906430425,1994,997,False
mmpS5,,0.999,0.5010988922724129,1996,999,False
parE2,,0.9985,0.5010964469261102,1990,998,False
ftsB,,0.9445,0.5010668487779579,1892,961,False
mce3R,,0.994,0.5010533629285422,1983,997,False
bpoC,,0.9955,0.5010343004294617,1991,999,False
lpqS,,0.938,0.5010275973468055,1869,954,False
eccCa1,,0.9975,0.5010176404464903,1991,997,False
frmR,,0.995,0.501009066446874,1990,996,False
ssuE,,0.998,0.5010080523219477,1992,998,False
ilvC,,0.9875,0.5010075651477253,1981,994,False
pyrC,,0.968,0.5009910310885973,1936,979,False
pE16,,0.9665,0.5009841640524529,1928,973,False
ychF,,0.9865,0.5009488266823545,1979,992,False
mmaA3,,0.997,0.5009339651837135,1992,999,False
atpFH,,0.9985,0.5009337544918293,1989,998,False
cadI,,0.9945,0.5009189679048551,1982,992,False
sigH,,0.997,0.5009163241791641,1992,999,False
vapB32,,0.9925,0.5009143171671456,1981,996,False
rnc,,0.994,0.5009119635737704,1994,997,False
desA1,,0.9985,0.5009110046531003,1989,998,False
ddn,,0.9975,0.5009102758347471,1992,999,False
ribE,,0.9945,0.5009088510511455,1993,996,False
mrx1,,0.9975,0.5009032258064516,1992,1000,False
fmdB,,0.996,0.500901496028872,1990,997,False
vapB1,,0.9975,0.5008960573476702,1991,999,False
cofD,,0.9885,0.5008847592165404,1977,994,False
echA13,,0.9795,0.5008836621732734,1952,993,False
ctpE,,0.992,0.5008634945461359,1982,996,False
rsmE,,0.946,0.5008470257921042,1886,959,False
rnd,,0.937,0.5008395606884058,1880,960,False
vapC3,,0.999,0.5008383534136547,1996,1000,False
vapB35,,0.999,0.5008363460589521,1993,998,False
raaS,,0.9975,0.5008284410575792,1991,997,False
yrvD,,0.9985,0.5008267791865137,1993,998,False
tgs2,,0.967,0.5008205128205128,1930,975,False
rpsD,,0.9855,0.5008177041650719,1977,991,False
mpt83,,0.9985,0.5008115989458809,1990,997,False
paaD,,0.9965,0.5008110520158713,1995,999,False
rph,,0.995,0.500810740529898,1996,999,False
ackA,,0.9965,0.5008097733845399,1991,997,False
cspC,,0.9915,0.5008045325894072,1985,996,False
rnhB,,0.989,0.5007547835432574,1975,994,False
dagK,,0.9965,0.5007372926047625,1986,996,False
eccD5,,0.9835,0.5007315615826254,1962,987,False
uppP,,0.9935,0.5007273134161351,1992,999,False
mftE,,0.953,0.500724550508289,1904,967,False
trmD,,0.991,0.5007233749392122,1987,995,False
hisN,,0.987,0.5007219122195846,1973,995,False
ruvB,,0.9475,0.500720378054403,1900,964,False
mmpR5,,0.9815,0.5007172653413643,1961,971,False
mec,,0.9805,0.5006970654173915,1955,986,False
ftsX,,0.995,0.500674057076893,1991,998,False
dipZ,,0.998,0.5006733884177192,1989,996,False
pQQ,,0.948,0.5006645762418186,1892,965,False
espL,,0.9965,0.5006632895521784,1989,999,False
yggU,,0.9905,0.5006500604981441,1976,997,False
gabT,,0.9575,0.5006455391394844,1917,969,False
mutT3,,0.958,0.5006237344913694,1913,972,False
mfpA,,0.9925,0.5006160078194652,1978,996,False
mftB,,0.999,0.500611443941434,1996,999,False
spoIVCA,,0.3035,0.5006095242355783,609,247,False
rpsH,,0.9945,0.5006091518654333,1994,999,False
rpmD,,0.994,0.5006056512621612,1989,998,False
prs,,0.9885,0.5006026003738165,1979,994,False
fadE2,,0.9865,0.5005980455624403,1973,990,False
cysE,,0.9915,0.5005547941728846,1985,995,False
bkdB,,0.9985,0.5005151057401812,1993,1000,False
vapB15,,0.997,0.5005126296993584,1989,998,False
mazF9,,0.9955,0.5005116215518681,1988,995,False
rpsT,,0.9945,0.5005085406691833,1995,999,False
purQ,,0.9935,0.5005080654763706,1991,998,False
dR0291,,0.9995,0.5005075477588342,1993,998,False
chsH2,,0.9995,0.5004914658634538,1996,1000,False
prcB,,0.998,0.5004913833326416,1988,997,False
yadH,,0.9955,0.5004629662496083,1986,997,False
rho,,0.9955,0.5004526686807653,1993,1000,False
ipdF,,0.965,0.5004519130086311,1927,971,False
etfA,,0.912,0.5004459624086322,1820,936,False
hmp,,0.9925,0.5004399501152517,1983,994,False
bcpB,,0.9975,0.5004122954777537,1992,999,False
coaD,,0.994,0.500405739832563,1992,997,False
mbcT,,0.9985,0.5004032197093795,1992,997,False
rpfD,,0.9985,0.5003974683237443,1990,998,False
iscS,,0.9935,0.5003885825890586,1983,995,False
pyrB,,0.969,0.5003883731773483,1943,983,False
mtp,,0.992,0.5003604605341536,1982,993,False
lysG,,0.984,0.5003545215775431,1963,990,False
idsB,,0.634,0.5003446232415949,1264,553,False
rpe,,0.987,0.5003430049482681,1978,990,False
yliI,,0.999,0.5003356814232087,1992,998,False
mazE2,,0.9815,0.5003295721497476,1960,988,False
coaX,,0.9975,0.5003118005929257,1991,997,False
relB,,0.998,0.5003081552377326,1993,999,False
exoIX,,0.769,0.5002856750682017,1533,835,False
hycE1,,0.918,0.5002841187186484,1831,937,False
rpfB,,0.992,0.5002609566025594,1979,994,False
prrB,,0.989,0.5002535580079253,1976,994,False
tmk,,0.994,0.5002459660062882,1992,999,False
prfA,,0.993,0.5002401595143531,1991,999,False
yaeI,,0.9895,0.5002138211532191,1975,994,False
rsfB,,0.9975,0.500211905453841,1991,999,False
norV,,0.997,0.5002039254388173,1993,998,False
mshC,,0.9905,0.5002037686420078,1974,992,False
aroB,,0.9535,0.5001991304271293,1907,968,False
acg,,0.999,0.5001711966646862,1993,998,False
mbtN,,0.9975,0.5001208261882422,1989,997,False
yqeY,,0.998,0.5001178240614861,1993,999,False
yqgV,,0.9955,0.5001066701717845,1989,994,False
rplF,,0.9945,0.5001066393026192,1994,999,False
vapB8,,0.9805,0.5001062216742203,1960,992,False
vapB9,,0.999,0.5001015071296195,1995,999,False
pE25,,0.998,0.5000973763874874,1991,1000,False
hspR,,0.9985,0.5000963659443761,1991,998,False
mhuD,,0.9975,0.500095861410636,1991,998,False
argA,,0.942,0.5000661124521956,1882,916,False
vapB45,,0.9615,0.5000527272490074,1919,931,False
mazE6,,0.9945,0.5000462375819066,1984,996,False
sugC,,0.9975,0.5000443099034648,1993,999,False
vapC27,,0.9985,0.5000351405622491,1996,1000,False
arfC,,0.974,0.5000348592163014,1946,981,False
acn,,0.9965,0.5000308075829077,1990,998,False
pE_PGRS60,,0.324,0.5000143887652521,646,314,False
chsH1,,0.999,0.500012060253024,1995,999,False
hadA,,0.999,0.5000090270812437,1997,1000,False
arfB,,0.9935,0.5000075755968814,1990,997,False
qdoI,,0.996,0.5000070919830198,1987,997,False
vapB41,,0.9995,0.5000065326370546,1995,999,False
mihF,,0.999,0.5000025176081515,1993,999,False
pepA,,0.9465,0.5000011238328996,1887,963,False
regX,,0.997,0.5000005065671363,1987,996,False
mazE7,,0.9885,0.5,1970,995,False
ricR,,0.9975,0.5,1995,1000,False
vapB13,,0.999,0.5,1995,1000,False
ybbJ,,0.9975,0.4999964718168731,1992,998,False
pks16,,0.9935,0.4999786167479739,1982,993,False
esxA,,0.7865,0.4999700019620338,1572,753,False
mpt53,,0.9975,0.4999655879849437,1988,997,False
hemB,,0.9925,0.4999521176595112,1992,997,False
dnaN,,0.9925,0.4999436576823512,1985,995,False
cutB,,0.92,0.4999315079816819,1841,943,False
oprA,,0.999,0.4999195979899498,1995,1000,False
vapC26,,0.994,0.4999169218112666,1987,998,False
rplT,,0.9915,0.49991287045254684,1987,996,False
pafA,,0.999,0.4999106975279865,1991,998,False
aftC,,0.9975,0.499909829770765,1987,998,False
purR,,0.9935,0.49990964870604776,1985,996,False
atpE,,0.9945,0.49990913681986904,1996,999,False
sigL,,0.999,0.49990493034261296,1994,998,False
sigB,,0.997,0.4999007068462882,1992,998,False
iscA,,0.997,0.49989848700179085,1990,997,False
dyp,,0.998,0.4998982829555633,1988,995,False
espF,,0.9985,0.49989123976596406,1993,998,False
vapB46,,0.955,0.4998551117353964,1902,967,False
cbrC,,0.999,0.49984522675285725,1995,999,False
blaC,,0.9985,0.49984040790930323,1990,996,False
ptbB,,0.9635,0.499838942861883,1927,973,False
hsaD,,0.9415,0.49982847943338216,1880,922,False
hupB,,0.9975,0.49982154123661304,1989,997,False
cobIJ,,0.9175,0.49981313337006783,1828,938,False
rpmA,,0.994,0.4998101050381759,1990,997,False
mtrA,,0.999,0.4997989957829315,1995,999,False
ctaF,,0.9975,0.4997987927565392,1989,994,False
tatC,,0.9925,0.499777723342678,1992,999,False
pntB,,0.992,0.4997728286884913,1986,996,False
orn,,0.9975,0.49975554435483877,1992,1000,False
yeaQ,,0.9975,0.4997406863604047,1993,999,False
pyrE,,0.9885,0.4997267921414185,1979,991,False
pE5,,0.9405,0.4997180036477593,1876,958,False
nadD,,0.9965,0.49971428830121256,1994,997,False
vapB27,,0.9995,0.49971392785571134,1998,1000,False
mmr,,0.999,0.49971328198565806,1994,998,False
thiG,,0.954,0.4997126890549882,1910,966,False
ilvN,,0.9935,0.4997109797484416,1993,998,False
vapB44,,0.999,0.49970381526104424,1996,1000,False
ahpE,,0.9985,0.49970182176307587,1991,997,False
canB,,0.9955,0.49969939879759523,1988,998,False
pilT,,0.996,0.49969747963669275,1990,998,False
vapB30,,0.9935,0.49969726903199113,1986,998,False
hycG,,0.9585,0.4996930450911836,1912,967,False
accD5,,0.997,0.4996890120967742,1992,1000,False
eccB4,,0.934,0.4996782020913975,1861,950,False
zapE,,0.993,0.4996641473496515,1987,995,False
suhB,,0.992,0.4996213318111858,1981,995,False
fdx,,0.9975,0.49961302262127477,1991,998,False
hrp1,,0.9945,0.49961153284151255,1982,995,False
cmaA2,,0.998,0.49960819722189076,1989,998,False
glfT2,,0.997,0.4996071908839975,1989,995,False
mku,,0.998,0.4995976837865056,1993,1000,False
stbD,,0.995,0.4995975855130785,1989,995,False
ppnK,,0.983,0.4995975143807442,1970,987,False
dfrA,,0.993,0.4995966700099485,1983,989,False
ynfA,,0.995,0.49959667000994845,1983,994,False
glyA1,,0.9735,0.49958289885297186,1944,985,False
vapB7,,0.9655,0.49958071278826,1929,975,False
vapB31,,0.9405,0.4995628186357664,1875,961,False
esxS,,0.711,0.4995491706555482,1414,771,False
stf3,,0.8685,0.4995250542224211,1733,881,False
hsaG,,0.851,0.4995115995115995,1699,880,False
egtC,,0.996,0.4995086206460297,1988,995,False
lysA,,0.993,0.4995065660020948,1991,998,False
purM,,0.995,0.4995060180541625,1997,1000,False
ideR,,0.998,0.4995040331920122,1993,998,False
yvlD,,0.9975,0.4995015236826704,1991,996,False
pdtaR,,0.9935,0.4994980011596326,1983,993,False
mbtE,,0.9635,0.4994964490979493,1920,972,False
mazF4,,0.9945,0.4994944388270981,1986,997,False
tauD,,0.9965,0.4994939317446779,1986,997,False
trmB,,0.992,0.4994893803265535,1987,996,False
icl,,0.9945,0.49948681365136655,1984,996,False
pPE46,,0.234,0.49947382519516303,466,188,False
rsfA,,0.996,0.4994474350470767,1989,997,False
yfmG,,0.9935,0.4994248288967588,1984,995,False
rfbA,,0.998,0.4994167589963411,1991,998,False
rplY,,0.9985,0.499414406702853,1993,998,False
sugA,,0.9995,0.4994134838355943,1994,999,False
acpM,,0.9995,0.4993987975951904,1993,998,False
vapB20,,0.999,0.4993987975951904,1993,998,False
vapC8,,0.9975,0.49939829165181276,1993,999,False
usfY,,0.9995,0.49939819458375134,1997,1000,False
emrE,,0.988,0.4993976273895139,1976,990,False
malE,,0.999,0.4993957703927493,1993,1000,False
mazF5,,0.994,0.49937134126696264,1987,998,False
dapE,,0.958,0.49936223381138634,1919,975,False
adhD,,0.952,0.4993227995974482,1900,966,False
vapB42,,0.984,0.49931675731675734,1965,990,False
yHI9,,0.9985,0.4993068445329752,1994,999,False
vapC17,,0.996,0.4992984997287936,1990,997,False
parD2,,0.999,0.4992951663649555,1991,998,False
sirB,,0.988,0.49927365413438324,1976,993,False
mpg,,0.959,0.49921776092674836,1913,971,False
ppiA,,0.998,0.4992167393980082,1992,999,False
cmaA1,,0.9515,0.4992125747469269,1896,977,False
acpS,,0.982,0.49920423197799746,1968,987,False
ctaA,,0.988,0.49920390747464666,1974,993,False
hemE,,0.9185,0.49919991138930264,1843,944,False
vapB51,,0.999,0.4991988985982979,1998,999,False
prpC,,0.981,0.4991836046147166,1960,989,False
cmtR,,0.9515,0.49916610870344896,1898,951,False
mnmA,,0.9865,0.4991601028937855,1978,994,False
ppx2,,0.9825,0.4991482493817519,1960,985,False
purC,,0.9935,0.4991166889725007,1990,995,False
ybjN,,0.976,0.4991131742599484,1954,978,False
rplR,,0.9905,0.49911272278373586,1985,997,False
fbpD,,0.997,0.49910973197927655,1989,996,False
fabG1,,0.9975,0.49910542168674704,1996,1000,False
vapC20,,0.9975,0.49910203924967245,1990,997,False
mazE5,,0.9965,0.4991011376826541,1989,996,False
vapB36,,0.9985,0.4991008173288226,1992,998,False
garA,,0.9995,0.49909989959839357,1996,1000,False
lppK,,0.998,0.4990480961923848,1988,998,False
betP,,0.8595,0.49901726409584224,1717,830,False
pPE23,,0.944,0.49901306879739976,1883,960,False
csm2,,0.9955,0.49901223427120267,1984,997,False
rpmE,,0.995,0.4990110775427996,1993,1000,False
yraN,,0.983,0.4990074098964223,1970,991,False
pptT,,0.992,0.49900416698976824,1980,994,False
amt,,0.9505,0.499000685466445,1898,927,False
ylxP,,0.9995,0.4990005186606849,1991,998,False
mftA,,0.999,0.49899749297943885,1996,999,False
pE13,,0.9945,0.49899701545979613,1983,994,False
rubB,,0.997,0.49899597988734,1992,998,False
fdxE,,0.999,0.4989949667693877,1992,999,False
elaA,,0.997,0.49899496673673904,1988,997,False
pup,,0.9975,0.49899394339741154,1987,998,False
tsaD,,0.9615,0.4989872601193356,1929,975,False
ribBA,,0.989,0.49898526295906975,1974,992,False
vapB12,,0.986,0.4989831799075112,1969,991,False
cadC1,,0.996,0.49897125570375395,1991,998,False
echA17,,0.956,0.49896573744239286,1908,971,False
amiB2,,0.9775,0.4989291075510542,1950,979,False
lppY,,0.999,0.4989259234991406,1992,997,False
folE,,0.995,0.4989022623425833,1987,997,False
vapC13,,0.9995,0.49890060240963857,1996,1000,False
kdpF,,0.9975,0.49889859437751005,1996,1000,False
yidH,,0.9135,0.4988883393249209,1823,955,False
pcp,,0.996,0.49886020777652373,1987,998,False
pxpB,,0.975,0.49883433382414016,1953,981,False
pdxH,,0.995,0.498816907359621,1994,999,False
alpha-E,,0.998,0.49881288681781244,1994,998,False
cdiI,,0.999,0.49880310621242485,1998,1000,False
vapB37,,0.9995,0.4987984016322383,1992,998,False
mbtH,,0.999,0.4987941643609475,1991,998,False
vapC41,,0.99,0.4987931106906009,1976,997,False
clpS,,0.996,0.49879054104406223,1993,999,False
nuoH,,0.9955,0.49875906431336575,1994,998,False
end,,0.869,0.49874505587852724,1736,866,False
fabG4,,0.9845,0.4987226367748539,1969,992,False
baiE,,0.9975,0.4987161823647295,1990,998,False
qcrC,,0.999,0.4987152373156776,1992,998,False
lprG,,0.9995,0.49871328615047206,1994,999,False
vapC39,,0.999,0.49870998277962963,1993,998,False
whiB1,,0.999,0.4987075376884422,1995,1000,False
folB,,0.9925,0.49870175566313585,1989,996,False
mymT,,0.92,0.49869490587717924,1840,942,False
vapB17,,0.537,0.4986577181208054,1072,447,False
kasA,,0.976,0.4986505813855229,1946,978,False
vapC22,,0.968,0.4986414270660846,1929,949,False
cysM,,0.9405,0.4986201463191378,1875,961,False
vapC23,,0.9975,0.49861998396813056,1988,996,False
vapC51,,0.8695,0.49861785471970144,1739,832,False
menG,,0.9965,0.49861392107112157,1992,999,False
frnE,,0.998,0.49861330143020277,1993,999,False
zwf1,,0.9985,0.4986127979085725,1993,999,False
menF,,0.975,0.49861270993830986,1948,982,False
esxN,,0.8645,0.49860869518460665,1725,862,False
fcoT,,0.9985,0.4986050251256281,1995,1000,False
hns,,0.9905,0.49860099066644836,1977,992,False
gmk,,0.994,0.4986008276084536,1992,997,False
clgR,,0.997,0.49859790922483904,1991,996,False
cnoX,,0.9985,0.49859457447397143,1994,999,False
lppT,,0.9835,0.49857678509143455,1963,987,False
papA5,,0.9895,0.4985647241780971,1976,993,False
alkX,,0.991,0.4985562329413564,1980,995,False
dapB,,0.99,0.4985102579814503,1984,993,False
pks11,,0.944,0.4985089586499565,1884,962,False
nmtR,,0.999,0.49850604824106043,1994,998,False
csoR,,0.995,0.4985010221447922,1993,998,False
pemK,,0.995,0.4984979924312584,1988,999,False
yggT,,0.9955,0.4984975066185466,1990,997,False
hyuB,,0.9285,0.4984927215002387,1856,947,False
higA3,,0.936,0.49848641210870315,1868,950,False
rplW,,0.9925,0.49847523329487264,1988,998,False
relG,,0.9995,0.4984697765752834,1992,998,False
fadB2,,0.9965,0.49841755336645654,1988,997,False
tagH,,0.9975,0.4984041662209969,1991,997,False
coaBC,,0.9225,0.498403993819646,1849,944,False
